id,clearanceType,time,type
"EZY84HN","Runway Change",1549640701000,"ARR"
"EZY80XC","LDT Change",1549640701000,"ARR"
"EZY84HN","Gate Change",1549640701000,"ARR"
"EZY80XC","LDT Change",1549640702100,"ARR"
"EZY69BX","Runway Exit Change",1549640701000,"ARR"
"AUA516P","Runway Entry Change",1549640701000,"DEP"
"BAW13MX","LDT Change",1549640701000,"ARR"
"NAPOLI","Runway Change",1549640701000,"DEP"
"ADH138","Runway Change",1549640701000,"DEP"
"EZY80XC","Gate Change",1549640701000,"ARR"
"GWI3820","Runway Change",1549640701000,"ARR"
"EZY80XC","Runway Change",1549640701000,"ARR"
"EZY69BX","Gate Change",1549640701000,"ARR"
"EZY80XC","Runway Exit Change",1549640701000,"ARR"
"GWI3820","Gate Change",1549640701000,"ARR"
"ADH138","Runway Entry Change",1549640701000,"DEP"
"GWI3820","LDT Change",1549640701000,"ARR"
"NAPOLI","Runway Entry Change",1549640701000,"DEP"
"AUA516P","Runway Change",1549640701000,"DEP"
"EZY363E","Runway Change",1549640701000,"DEP"
"EZY69BX","LDT Change",1549640701000,"ARR"
"EZY69BX","LDT Change",1549640702100,"ARR"
"EZY69BX","Runway Change",1549640701000,"ARR"
"GWI3820","LDT Change",1549640702100,"ARR"
"BAW13MX","Runway Change",1549640701000,"ARR"
"EZY363E","Runway Entry Change",1549640701000,"DEP"
"EZY84HN","LDT Change",1549640701000,"ARR"
"BAW13MX","Runway Exit Change",1549640701000,"ARR"
"BAW13MX","LDT Change",1549640702100,"ARR"
"GWI3820","Runway Exit Change",1549640701000,"ARR"
"EZY84HN","Runway Exit Change",1549640701000,"ARR"
"EZY84HN","LDT Change",1549640702100,"ARR"
"BAW13MX","Gate Change",1549640701000,"ARR"
"EZY69BX","LDT Change",1549640784100,"ARR"
"EZY84HN","LDT Change",1549640798100,"ARR"
"EZY152X","Runway Change",1549640810100,"DEP"
"EZY152X","Runway Entry Change",1549640810100,"DEP"
"EZY53VK","Runway Change",1549640810100,"ARR"
"EZY53VK","Gate Change",1549640810100,"ARR"
"EZY53VK","Runway Exit Change",1549640810100,"ARR"
"EZY53VK","LDT Change",1549640810100,"ARR"
"ADH138","Startup Clearance",1549640851100,"DEP"
"AUA516P","Startup Clearance",1549640851100,"DEP"
"AUA516P","Taxi Clearance",1549640867100,"DEP"
"ADH124","Runway Change",1549640870100,"DEP"
"ADH124","Runway Entry Change",1549640870100,"DEP"
"AEA406","Runway Change",1549640870100,"DEP"
"AEA406","Runway Entry Change",1549640870100,"DEP"
"ADH138","Taxi Clearance",1549640871100,"DEP"
"GWI3820","LDT Change",1549640902100,"ARR"
"GWI3820","LDT Change",1549640920100,"ARR"
"AUA516P","Landing Clearance",1549640952100,"DEP"
"AUA516P","Lineup Clearance",1549640958100,"DEP"
"AUA516P","Takeoff Clearance",1549640958100,"DEP"
"EZY363E","Startup Clearance",1549640967100,"DEP"
"EZY363E","Pushback Clearance",1549640985100,"DEP"
"THY4DX","Runway Change",1549640990100,"ARR"
"THY4DX","Gate Change",1549640990100,"ARR"
"THY4DX","Runway Exit Change",1549640990100,"ARR"
"THY4DX","LDT Change",1549640990100,"ARR"
"THY4DX","LDT Change",1549640990100,"ARR"
"AEA406","Startup Clearance",1549640997100,"DEP"
"AEA406","Pushback Clearance",1549641006100,"DEP"
"ADH138","Landing Clearance",1549641010100,"DEP"
"EZY69BX","LDT Change",1549641039100,"ARR"
"EZY80XC","LDT Change",1549641048100,"ARR"
"ADH138","Lineup Clearance",1549641055100,"DEP"
"ADH138","Takeoff Clearance",1549641058100,"DEP"
"EZY80XC","Landing Clearance",1549641071100,"ARR"
"GWI3820","LDT Change",1549641099100,"ARR"
"EZY80XC","LDT Change",1549641122100,"ARR"
"EZY363E","Taxi Clearance",1549641139100,"DEP"
"BEL6DR","Runway Change",1549641170100,"ARR"
"BEL6DR","Gate Change",1549641170100,"ARR"
"BEL6DR","Runway Exit Change",1549641170100,"ARR"
"BEL6DR","LDT Change",1549641170100,"ARR"
"BEL6DR","LDT Change",1549641170100,"ARR"
"EZY363E","Runway Entry Change",1549641197100,"DEP"
"AEA406","Taxi Clearance",1549641223100,"DEP"
"NOS436","Runway Change",1549641230100,"DEP"
"NOS436","Runway Entry Change",1549641230100,"DEP"
"EZY80XC","LDT Change",1549641231100,"ARR"
"EZY152X","Startup Clearance",1549641247100,"DEP"
"EZY84HN","LDT Change",1549641252100,"ARR"
"EZY152X","Pushback Clearance",1549641253100,"DEP"
"EZY80XC","LDT Change",1549641265100,"ARR"
"BAW13MX","LDT Change",1549641269100,"ARR"
"EZY84HN","LDT Change",1549641275100,"ARR"
"EZY84HN","LDT Change",1549641276100,"ARR"
"EZY84HN","LDT Change",1549641277100,"ARR"
"EZY84HN","LDT Change",1549641278100,"ARR"
"EZY84HN","LDT Change",1549641279100,"ARR"
"EZY69BX","LDT Change",1549641279100,"ARR"
"EZY84HN","LDT Change",1549641280100,"ARR"
"EZY84HN","LDT Change",1549641281100,"ARR"
"EZY84HN","LDT Change",1549641282100,"ARR"
"EZY84HN","LDT Change",1549641283100,"ARR"
"EZY84HN","LDT Change",1549641284100,"ARR"
"EZY84HN","LDT Change",1549641285100,"ARR"
"EZY84HN","LDT Change",1549641286100,"ARR"
"EZY84HN","LDT Change",1549641287100,"ARR"
"EZY84HN","LDT Change",1549641288100,"ARR"
"EZY84HN","LDT Change",1549641289100,"ARR"
"DLH252","Runway Change",1549641290100,"ARR"
"DLH252","Gate Change",1549641290100,"ARR"
"DLH252","Runway Exit Change",1549641290100,"ARR"
"DLH252","LDT Change",1549641290100,"ARR"
"DLH252","LDT Change",1549641290100,"ARR"
"EZY84HN","LDT Change",1549641290100,"ARR"
"EZY84HN","LDT Change",1549641291100,"ARR"
"EZY84HN","LDT Change",1549641292100,"ARR"
"EZY84HN","LDT Change",1549641293100,"ARR"
"EZY84HN","LDT Change",1549641294100,"ARR"
"EZY84HN","LDT Change",1549641295100,"ARR"
"EZY84HN","LDT Change",1549641296100,"ARR"
"EZY84HN","LDT Change",1549641297100,"ARR"
"EZY84HN","LDT Change",1549641299100,"ARR"
"EZY84HN","LDT Change",1549641300100,"ARR"
"EZY84HN","LDT Change",1549641301100,"ARR"
"EZY84HN","LDT Change",1549641302100,"ARR"
"EZY84HN","LDT Change",1549641303100,"ARR"
"EZY84HN","LDT Change",1549641304100,"ARR"
"EZY84HN","LDT Change",1549641305100,"ARR"
"EZY84HN","LDT Change",1549641306100,"ARR"
"EZY84HN","LDT Change",1549641307100,"ARR"
"EZY84HN","LDT Change",1549641308100,"ARR"
"EZY84HN","LDT Change",1549641310100,"ARR"
"EZY84HN","LDT Change",1549641311100,"ARR"
"EZY84HN","LDT Change",1549641312100,"ARR"
"GWI3820","Landing Clearance",1549641312100,"ARR"
"EZY84HN","LDT Change",1549641313100,"ARR"
"EZY84HN","LDT Change",1549641314100,"ARR"
"EZY84HN","LDT Change",1549641315100,"ARR"
"EZY84HN","LDT Change",1549641316100,"ARR"
"EZY84HN","LDT Change",1549641317100,"ARR"
"EZY84HN","LDT Change",1549641318100,"ARR"
"EZY84HN","LDT Change",1549641319100,"ARR"
"EZY84HN","LDT Change",1549641320100,"ARR"
"EZY84HN","LDT Change",1549641321100,"ARR"
"EZY84HN","LDT Change",1549641322100,"ARR"
"EZY84HN","LDT Change",1549641323100,"ARR"
"EZY84HN","LDT Change",1549641324100,"ARR"
"GWI3820","LDT Change",1549641342100,"ARR"
"BAW13MX","Landing Clearance",1549641355100,"ARR"
"EZY80XC","Taxi Clearance",1549641366100,"ARR"
"AEA406","Landing Clearance",1549641385100,"DEP"
"EZY84HN","LDT Change",1549641390100,"ARR"
"EZY363E","Landing Clearance",1549641400100,"DEP"
"GWI3820","Taxi Clearance",1549641408100,"ARR"
"EZY69BX","LDT Change",1549641410100,"ARR"
"BAW13MX","LDT Change",1549641413100,"ARR"
"EZY69BX","Runway Exit Change",1549641453100,"ARR"
"EZY84HN","Landing Clearance",1549641458100,"ARR"
"EZY69BX","Landing Clearance",1549641463100,"ARR"
"EZY152X","Taxi Clearance",1549641464100,"DEP"
"EZY287C","Runway Change",1549641470100,"DEP"
"EZY287C","Runway Entry Change",1549641470100,"DEP"
"EZY363E","Lineup Clearance",1549641474100,"DEP"
"EZY84HN","Landing Clearance",1549641480100,"ARR"
