position,scenario,exercise,trafficType,objectId,timestamp,visible,authorized,moving,speed,status,phase,name,creator,heading,droneType,onlyRadar
{"lat":"45.081591322929256","lng":"8.465628594466656"},"LIMC","2022-06-08 13:52:01.91","plane","EZY80XC",1549640707000,true,true,false,162,"ok","AIRBORNE","EZY80XC","eArts",43,"UNKNOW","false"
{"lat":"45.62448754877359","lng":"8.691198395980226"},"LIMC","2022-06-08 13:52:01.91","drone","z5MRdJsIFS4peroxFbaW",1549640703000,false,false,false,3,"ok","none","Drone_02"," - Flutter App",0,"iGbdly63CmE9yNzl8Xus","true"
{"lat":"45.6400285966966","lng":"8.676809179565437"},"LIMC","2022-06-08 13:52:01.91","drone","jAmfxtsOPzuKd9QQXja7",1549640704000,false,false,false,3,"ok","none","Drone_01"," - Flutter App",0,"AOe1Xx3NxyiGci0wcwNf","true"
{"lat":"45.608698390152185","lng":"8.684331940902101"},"LIMC","2022-06-08 13:52:01.91","drone","pWCuPqJyOoJ0gB3tkBju",1549640703000,false,false,false,3,"ok","none","Drone_03"," - Flutter App",0,"qJfB2EiRwZzorBCifwNH","true"
{"lat":"45.62448754877359","lng":"8.691198395980226"},"LIMC","2022-06-08 13:52:01.91","drone","z5MRdJsIFS4peroxFbaW",1549640705000,false,false,false,3,"ok","none","Drone_02"," - Flutter App",0,"iGbdly63CmE9yNzl8Xus","true"
{"lat":"45.62043065925101","lng":"8.720971821513615"},"LIMC","2022-06-08 13:52:01.91","plane","AUA516P",1549640712000,true,true,false,0,"ok","STATIONARY","AUA516P","eArts",80,"UNKNOW","false"
{"lat":"46.26038222180595","lng":"8.474037555091417"},"LIMC","2022-06-08 13:52:01.91","plane","EZY84HN",1549640708000,true,true,false,203,"ok","AIRBORNE","EZY84HN","eArts",175,"UNKNOW","false"
{"lat":"45.62043065925101","lng":"8.720971821513615"},"LIMC","2022-06-08 13:52:01.91","plane","AUA516P",1549640711000,true,true,false,0,"ok","STATIONARY","AUA516P","eArts",80,"UNKNOW","false"
{"lat":"45.62448754877359","lng":"8.691198395980226"},"LIMC","2022-06-08 13:52:01.91","drone","z5MRdJsIFS4peroxFbaW",1549640711000,false,false,false,3,"ok","none","Drone_02"," - Flutter App",0,"iGbdly63CmE9yNzl8Xus","true"
{"lat":"46.25314290967961","lng":"8.475074230893465"},"LIMC","2022-06-08 13:52:01.91","plane","EZY84HN",1549640712000,true,true,false,203,"ok","AIRBORNE","EZY84HN","eArts",175,"UNKNOW","false"
{"lat":"45.60703083443888","lng":"8.864434592610714"},"LIMC","2022-06-08 13:52:01.91","plane","GWI3820",1549640715000,true,true,false,172,"ok","AIRBORNE","GWI3820","eArts",164,"UNKNOW","false"
{"lat":"45.62448754877359","lng":"8.691198395980226"},"LIMC","2022-06-08 13:52:01.91","drone","z5MRdJsIFS4peroxFbaW",1549640715000,false,false,false,3,"ok","none","Drone_02"," - Flutter App",0,"iGbdly63CmE9yNzl8Xus","true"
{"lat":"45.6400285966966","lng":"8.676809179565437"},"LIMC","2022-06-08 13:52:01.91","drone","jAmfxtsOPzuKd9QQXja7",1549640718000,false,false,false,3,"ok","none","Drone_01"," - Flutter App",0,"AOe1Xx3NxyiGci0wcwNf","true"
{"lat":"45.6400285966966","lng":"8.676809179565437"},"LIMC","2022-06-08 13:52:01.91","drone","jAmfxtsOPzuKd9QQXja7",1549640719000,false,false,false,3,"ok","none","Drone_01"," - Flutter App",0,"AOe1Xx3NxyiGci0wcwNf","true"
{"lat":"45.989705524667336","lng":"8.587851484063368"},"LIMC","2022-06-08 13:52:01.91","plane","EZY69BX",1549640720000,true,true,false,193,"ok","AIRBORNE","EZY69BX","eArts",152,"UNKNOW","false"
{"lat":"45.608698390152185","lng":"8.684331940902101"},"LIMC","2022-06-08 13:52:01.91","drone","pWCuPqJyOoJ0gB3tkBju",1549640722000,false,false,false,3,"ok","none","Drone_03"," - Flutter App",0,"qJfB2EiRwZzorBCifwNH","true"
{"lat":"45.60194140314299","lng":"8.78117700756274"},"LIMC","2022-06-08 13:52:01.91","drone","yVr8KdAu2X5GnWX823Cb",1549640724000,false,false,false,3,"ok","none","Drone_04"," - Flutter App",0,"AOe1Xx3NxyiGci0wcwNf","true"
{"lat":"45.62448754877359","lng":"8.691198395980226"},"LIMC","2022-06-08 13:52:01.91","drone","z5MRdJsIFS4peroxFbaW",1549640725000,false,false,false,3,"ok","none","Drone_02"," - Flutter App",0,"iGbdly63CmE9yNzl8Xus","true"
