id,clearanceType,time,type
"BAW13MX","LDT Change",1549640716100,"ARR"
"BAW13MX","Runway Exit Change",1549640705100,"ARR"
"EZY84HN","LDT Change",1549640705100,"ARR"
"EZY80XC","Runway Change",1549640705100,"ARR"
"EZY69BX","Gate Change",1549640705100,"ARR"
"GWI3820","Gate Change",1549640705100,"ARR"
"EZY363E","Runway Entry Change",1549640705100,"DEP"
"EZY84HN","LDT Change",1549640728100,"ARR"
"BAW13MX","LDT Change",1549640705100,"ARR"
"EZY84HN","Runway Change",1549640705100,"ARR"
"BAW13MX","Runway Change",1549640705100,"ARR"
"EZY80XC","Gate Change",1549640705100,"ARR"
"EZY69BX","LDT Change",1549640728100,"ARR"
"GWI3820","Runway Change",1549640705100,"ARR"
"EZY84HN","LDT Change",1549640709100,"ARR"
"EZY363E","Runway Change",1549640705100,"DEP"
"EZY69BX","LDT Change",1549640705100,"ARR"
"BAW13MX","Gate Change",1549640705100,"ARR"
"AUA516P","Runway Change",1549640705100,"DEP"
"EZY84HN","Gate Change",1549640705100,"ARR"
"EZY80XC","LDT Change",1549640705100,"ARR"
"ADH138","Runway Change",1549640705100,"DEP"
"EZY69BX","LDT Change",1549640715100,"ARR"
"EZY69BX","Runway Exit Change",1549640705100,"ARR"
"ADH138","Runway Entry Change",1549640705100,"DEP"
"NAPOLI","Runway Change",1549640705100,"DEP"
"AUA516P","Runway Entry Change",1549640705100,"DEP"
"GWI3820","LDT Change",1549640716100,"ARR"
"GWI3820","LDT Change",1549640705100,"ARR"
"EZY80XC","Runway Exit Change",1549640705100,"ARR"
"GWI3820","Runway Exit Change",1549640705100,"ARR"
"EZY69BX","Runway Change",1549640705100,"ARR"
"EZY80XC","LDT Change",1549640715100,"ARR"
"EZY69BX","LDT Change",1549640728100,"ARR"
"EZY84HN","Runway Exit Change",1549640705100,"ARR"
"NAPOLI","Runway Entry Change",1549640705100,"DEP"
"EZY152X","Runway Change",1549640810100,"DEP"
"EZY152X","Runway Entry Change",1549640810100,"DEP"
"EZY53VK","Runway Change",1549640810100,"ARR"
"EZY53VK","Gate Change",1549640810100,"ARR"
"EZY53VK","Runway Exit Change",1549640810100,"ARR"
"EZY53VK","LDT Change",1549640810100,"ARR"
"AUA516P","Startup Clearance",1549640815100,"DEP"
"AUA516P","Taxi Clearance",1549640828100,"DEP"
"ADH138","Startup Clearance",1549640857100,"DEP"
"ADH138","Taxi Clearance",1549640863100,"DEP"
"ADH124","Runway Change",1549640870100,"DEP"
"ADH124","Runway Entry Change",1549640870100,"DEP"
"AEA406","Runway Change",1549640870100,"DEP"
"AEA406","Runway Entry Change",1549640870100,"DEP"
"EZY53VK","LDT Change",1549640888100,"ARR"
"EZY53VK","LDT Change",1549640897100,"ARR"
"AUA516P","Landing Clearance",1549640938100,"DEP"
"AUA516P","Lineup Clearance",1549640941100,"DEP"
"AUA516P","Takeoff Clearance",1549640945100,"DEP"
"EZY363E","Startup Clearance",1549640950100,"DEP"
"AEA406","Startup Clearance",1549640953100,"DEP"
"EZY363E","Pushback Clearance",1549640955100,"DEP"
