id,clearanceType,time,type
"NAPOLI","Runway Change",1549641061000,"DEP"
"NAPOLI","Runway Entry Change",1549641061000,"DEP"
"ADH124","Runway Change",1549641061000,"DEP"
"ADH124","Runway Entry Change",1549641061000,"DEP"
"AEA406","Runway Change",1549641061000,"DEP"
"AEA406","Runway Entry Change",1549641061000,"DEP"
"EZY363E","Runway Change",1549641061000,"DEP"
"EZY363E","Runway Entry Change",1549641061000,"DEP"
"EZY152X","Runway Change",1549641061000,"DEP"
"EZY152X","Runway Entry Change",1549641061000,"DEP"
"ADH138","Runway Change",1549641061000,"DEP"
"ADH138","Runway Entry Change",1549641061000,"DEP"
"AUA516P","Runway Change",1549641061000,"DEP"
"AUA516P","Runway Entry Change",1549641061000,"DEP"
"AUA516P","Startup Clearance",1549641133100,"DEP"
"ADH138","Startup Clearance",1549641133100,"DEP"
"EZY363E","Startup Clearance",1549641133100,"DEP"
"AEA406","Startup Clearance",1549641133100,"DEP"
"EZY363E","Pushback Clearance",1549641150100,"DEP"
"AEA406","Pushback Clearance",1549641151100,"DEP"
"ADH138","Taxi Clearance",1549641151100,"DEP"
"AUA516P","Taxi Clearance",1549641152100,"DEP"
"NOS436","Runway Change",1549641230100,"DEP"
"NOS436","Runway Entry Change",1549641230100,"DEP"
"AUA516P","Lineup Clearance",1549641264100,"DEP"
"AUA516P","Takeoff Clearance",1549641266100,"DEP"
"ADH138","Lineup Clearance",1549641338100,"DEP"
"ADH138","Takeoff Clearance",1549641375100,"DEP"
"EZY152X","Startup Clearance",1549641401100,"DEP"
"AEA406","Taxi Clearance",1549641407100,"DEP"
"EZY363E","Taxi Clearance",1549641408100,"DEP"
"EZY152X","Pushback Clearance",1549641409100,"DEP"
"EZY363E","Taxi Clearance",1549641420100,"DEP"
"EZY287C","Runway Change",1549641470100,"DEP"
"EZY287C","Runway Entry Change",1549641470100,"DEP"
"ADH124","Startup Clearance",1549641522100,"DEP"
"ADH124","Taxi Clearance",1549641528100,"DEP"
"EZY152X","Taxi Clearance",1549641529100,"DEP"
"TAR757","Runway Change",1549641590100,"DEP"
"TAR757","Runway Entry Change",1549641590100,"DEP"
"ADH646","Runway Change",1549641590100,"DEP"
"ADH646","Runway Entry Change",1549641590100,"DEP"
"EZY152X","Taxi Clearance",1549641594100,"DEP"
"NOS436","Startup Clearance",1549641647100,"DEP"
"ADH124","Taxi Clearance",1549641656100,"DEP"
"AEA406","Lineup Clearance",1549641690100,"DEP"
"EZY363E","Runway Change",1549641758100,"DEP"
"EZY363E","Runway Entry Change",1549641758100,"DEP"
"EZY152X","Runway Change",1549641763100,"DEP"
"EZY152X","Runway Entry Change",1549641763100,"DEP"
"EZY363E","Taxi Clearance",1549641769100,"DEP"
"EZY54HY","Runway Change",1549641770100,"DEP"
"EZY54HY","Runway Entry Change",1549641770100,"DEP"
"EZY22XF","Runway Change",1549641830100,"DEP"
"EZY22XF","Runway Entry Change",1549641830100,"DEP"
"EZY363E","Lineup Clearance",1549641933100,"DEP"
"EZY363E","Takeoff Clearance",1549641937100,"DEP"
"AEA406","Takeoff Clearance",1549641960100,"DEP"
"EZY152X","Lineup Clearance",1549641992100,"DEP"
"ADH124","Lineup Clearance",1549642009100,"DEP"
"EZY152X","Takeoff Clearance",1549642011100,"DEP"
"WZZ2TY","Runway Change",1549642070100,"DEP"
"WZZ2TY","Runway Entry Change",1549642070100,"DEP"
"ADH124","Takeoff Clearance",1549642084100,"DEP"
