position,entityId,entityName,droneId,droneName,eventType,description,riskType,distance,timestamp,visible,onlyRadar
{"lat":"45.62526595426773","lng":"8.70511962317129"},"CRITICAL_ASSET_1652283104248","FINGER_2","QMZRT7Gv4UApn9MU42pS","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",844.16,1549641741100,true,false
{"lat":"45.62527240514199","lng":"8.705234992457404"},"CRITICAL_ASSET_1652283104248","FINGER_2","QMZRT7Gv4UApn9MU42pS","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",835.46,1549641744100,false,true
{"lat":"45.625274555433414","lng":"8.705273448886109"},"CRITICAL_ASSET_1652283104248","FINGER_2","QMZRT7Gv4UApn9MU42pS","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",832.56,1549641745100,true,false
{"lat":"45.625296058347615","lng":"8.705658013173156"},"CRITICAL_ASSET_1652283081689","FINGER_1","QMZRT7Gv4UApn9MU42pS","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",932.71,1549641755100,true,false
{"lat":"45.62530680980472","lng":"8.70585029531668"},"CRITICAL_ASSET_1652283134068","FINGER_3","QMZRT7Gv4UApn9MU42pS","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",814.8,1549641760100,true,false
{"lat":"45.62533046301034","lng":"8.70627331603243"},"CRITICAL_ASSET_1652283081689","FINGER_1","QMZRT7Gv4UApn9MU42pS","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",895.06,1549641771100,false,true
{"lat":"45.62533046301034","lng":"8.70627331603243"},"CRITICAL_ASSET_1652283104248","FINGER_2","QMZRT7Gv4UApn9MU42pS","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",757.48,1549641771100,false,true
{"lat":"45.62533046301034","lng":"8.70627331603243"},"CRITICAL_ASSET_1652283134068","FINGER_3","QMZRT7Gv4UApn9MU42pS","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",782.34,1549641771100,false,true
{"lat":"45.625332613301765","lng":"8.706311772461135"},"CRITICAL_ASSET_1652283081689","FINGER_1","QMZRT7Gv4UApn9MU42pS","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",892.74,1549641772100,true,false
{"lat":"45.625332613301765","lng":"8.706311772461135"},"CRITICAL_ASSET_1652283104248","FINGER_2","QMZRT7Gv4UApn9MU42pS","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",754.6,1549641772100,true,false
