position,entityId,entityName,droneId,droneName,eventType,description,riskType,distance,timestamp,visible,onlyRadar
{"lat":"45.61674252188886","lng":"8.707604935108936"},"CRITICAL_ASSET_1652340976057","FIRE_STATION","kCIYa2D4I5PW5dKVoBkO","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",815.07,1549641264000,false,true
{"lat":"45.61685415669772","lng":"8.708359695496933"},"CRITICAL_ASSET_1652282809098","TOWER","kCIYa2D4I5PW5dKVoBkO","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",646.45,1549641270000,false,true
{"lat":"45.61698439730805","lng":"8.709240249282928"},"CRITICAL_ASSET_1652283134068","FINGER_3","kCIYa2D4I5PW5dKVoBkO","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1007.05,1549641277000,false,true
{"lat":"45.61711463791839","lng":"8.710120803068925"},"NAPOLI","NAPOLI","kCIYa2D4I5PW5dKVoBkO","Drone_01","DRONE_VS_PLANE","drone vs plane","YELLOW",696.26,1549641284000,false,true
{"lat":"45.61731930173464","lng":"8.711504530446918"},"CRITICAL_ASSET_1652282978809","RWY_35_L","kCIYa2D4I5PW5dKVoBkO","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1524.21,1549641295000,false,true
{"lat":"45.61754257135236","lng":"8.713014051222912"},"CRITICAL_ASSET_1652340976057","FIRE_STATION","kCIYa2D4I5PW5dKVoBkO","Drone_01","DRONE_VS_CA","drone vs critical asset","ORANGE",400.83,1549641307000,false,true
{"lat":"45.61761699455827","lng":"8.71351722481491"},"CRITICAL_ASSET_1652283104248","FINGER_2","kCIYa2D4I5PW5dKVoBkO","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1139.03,1549641311000,false,true
{"lat":"45.617845027996005","lng":"8.714348373072578"},"AEA406","AEA406","kCIYa2D4I5PW5dKVoBkO","Drone_01","DRONE_VS_PLANE","drone vs plane","YELLOW",696.64,1549641318000,false,true
{"lat":"45.61817875908998","lng":"8.714770975441304"},"CRITICAL_ASSET_1652282809098","TOWER","kCIYa2D4I5PW5dKVoBkO","Drone_01","DRONE_VS_CA","drone vs critical asset","ORANGE",239.8,1549641323000,false,true
{"lat":"45.6193219066618","lng":"8.714973309493963"},"ADH124","ADH124","kCIYa2D4I5PW5dKVoBkO","Drone_01","DRONE_VS_PLANE","drone vs plane","YELLOW",697.98,1549641336000,false,true
{"lat":"45.61957589374652","lng":"8.714845709789703"},"CRITICAL_ASSET_1652282809098","TOWER","kCIYa2D4I5PW5dKVoBkO","Drone_01","DRONE_VS_CA","drone vs critical asset","RED",84.78,1549641339000,false,true
{"lat":"45.62004972455577","lng":"8.714477469145065"},"CRITICAL_ASSET_1652283134068","FINGER_3","kCIYa2D4I5PW5dKVoBkO","Drone_01","DRONE_VS_CA","drone vs critical asset","ORANGE",523.57,1549641345000,false,true
{"lat":"45.6204227247214","lng":"8.713961076070222"},"CRITICAL_ASSET_1652282809098","TOWER","kCIYa2D4I5PW5dKVoBkO","Drone_01","DRONE_VS_CA","drone vs critical asset","ORANGE",83.37,1549641351000,false,true
{"lat":"45.62048368239292","lng":"8.713454852515273"},"CRITICAL_ASSET_1652283134068","FINGER_3","kCIYa2D4I5PW5dKVoBkO","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",506.31,1549641355000,false,true
{"lat":"45.62050651999591","lng":"8.712941646292592"},"ADH124","ADH124","kCIYa2D4I5PW5dKVoBkO","Drone_01","DRONE_OUT_PLANE","drone out of plane range","NONE",702.89,1549641359000,false,true
{"lat":"45.620511233098206","lng":"8.712684570325369"},"CRITICAL_ASSET_1652282809098","TOWER","kCIYa2D4I5PW5dKVoBkO","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",183.12,1549641361000,false,true
{"lat":"45.6205132842703","lng":"8.71255602055241"},"CRITICAL_ASSET_1652340976057","FIRE_STATION","kCIYa2D4I5PW5dKVoBkO","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",381.31,1549641362000,false,true
