id,clearanceType,time,type
"EZY84HN","Runway Exit Change",1549640701000,"ARR"
"ADH138","Runway Change",1549640701000,"DEP"
"EZY84HN","Gate Change",1549640701000,"ARR"
"BAW13MX","Gate Change",1549640701000,"ARR"
"ADH138","Runway Entry Change",1549640701000,"DEP"
"GWI3820","Runway Change",1549640701000,"ARR"
"BAW13MX","LDT Change",1549640701000,"ARR"
"EZY80XC","Runway Change",1549640701000,"ARR"
"EZY84HN","LDT Change",1549640701000,"ARR"
"EZY69BX","Runway Change",1549640701000,"ARR"
"EZY80XC","Gate Change",1549640701000,"ARR"
"EZY84HN","Runway Change",1549640701000,"ARR"
"EZY363E","Runway Entry Change",1549640701000,"DEP"
"BAW13MX","LDT Change",1549640701000,"ARR"
"EZY363E","Runway Change",1549640701000,"DEP"
"NAPOLI","Runway Entry Change",1549640701000,"DEP"
"GWI3820","Runway Exit Change",1549640701000,"ARR"
"EZY69BX","Runway Exit Change",1549640701000,"ARR"
"EZY80XC","LDT Change",1549640701000,"ARR"
"GWI3820","LDT Change",1549640701000,"ARR"
"GWI3820","Gate Change",1549640701000,"ARR"
"EZY69BX","LDT Change",1549640701000,"ARR"
"BAW13MX","Runway Exit Change",1549640701000,"ARR"
"EZY80XC","LDT Change",1549640701000,"ARR"
"EZY69BX","Gate Change",1549640701000,"ARR"
"AUA516P","Runway Change",1549640701000,"DEP"
"EZY84HN","LDT Change",1549640701000,"ARR"
"EZY69BX","LDT Change",1549640701000,"ARR"
"BAW13MX","Runway Change",1549640701000,"ARR"
"NAPOLI","Runway Change",1549640701000,"DEP"
"AUA516P","Runway Entry Change",1549640701000,"DEP"
"EZY80XC","Runway Exit Change",1549640701000,"ARR"
"GWI3820","LDT Change",1549640701000,"ARR"
"BAW13MX","LDT Change",1549640738000,"ARR"
"EZY152X","Runway Change",1549640810000,"DEP"
"EZY152X","Runway Entry Change",1549640810000,"DEP"
"EZY53VK","Runway Change",1549640810000,"ARR"
"EZY53VK","Gate Change",1549640810000,"ARR"
"EZY53VK","Runway Exit Change",1549640810000,"ARR"
"EZY53VK","LDT Change",1549640810000,"ARR"
"AUA516P","Startup Clearance",1549640816000,"DEP"
"AUA516P","Taxi Clearance",1549640830000,"DEP"
"ADH124","Runway Change",1549640870000,"DEP"
"ADH124","Runway Entry Change",1549640870000,"DEP"
"AEA406","Runway Change",1549640870000,"DEP"
"AEA406","Runway Entry Change",1549640870000,"DEP"
"ADH138","Startup Clearance",1549640889000,"DEP"
"ADH138","Taxi Clearance",1549640897000,"DEP"
"AUA516P","Landing Clearance",1549640929000,"DEP"
"AUA516P","Lineup Clearance",1549640935000,"DEP"
"AUA516P","Takeoff Clearance",1549640935000,"DEP"
"EZY69BX","LDT Change",1549640940000,"ARR"
"EZY363E","Startup Clearance",1549640967000,"DEP"
"AEA406","Startup Clearance",1549640970000,"DEP"
"EZY363E","Pushback Clearance",1549640974000,"DEP"
"AEA406","Pushback Clearance",1549640981000,"DEP"
"THY4DX","Runway Change",1549640990000,"ARR"
"THY4DX","Gate Change",1549640990000,"ARR"
"THY4DX","Runway Exit Change",1549640990000,"ARR"
"THY4DX","LDT Change",1549640990000,"ARR"
"THY4DX","LDT Change",1549640990000,"ARR"
"EZY80XC","Runway Change",1549641004000,"ARR"
"EZY80XC","Runway Exit Change",1549641004000,"ARR"
"EZY80XC","LDT Change",1549641004000,"ARR"
"ADH138","Landing Clearance",1549641009000,"DEP"
"ADH138","Lineup Clearance",1549641029000,"DEP"
"GWI3820","LDT Change",1549641032000,"ARR"
"ADH138","Takeoff Clearance",1549641042000,"DEP"
"EZY80XC","LDT Change",1549641047000,"ARR"
"EZY53VK","LDT Change",1549641059000,"ARR"
"EZY53VK","LDT Change",1549641064000,"ARR"
"GWI3820","LDT Change",1549641077000,"ARR"
"EZY363E","Taxi Clearance",1549641128000,"DEP"
"EZY80XC","Landing Clearance",1549641142000,"ARR"
"EZY69BX","LDT Change",1549641167000,"ARR"
"BEL6DR","Runway Change",1549641170000,"ARR"
"BEL6DR","Gate Change",1549641170000,"ARR"
"BEL6DR","Runway Exit Change",1549641170000,"ARR"
"BEL6DR","LDT Change",1549641170000,"ARR"
"BEL6DR","LDT Change",1549641170000,"ARR"
"EZY84HN","LDT Change",1549641173000,"ARR"
"EZY84HN","LDT Change",1549641176000,"ARR"
"GWI3820","LDT Change",1549641226000,"ARR"
"NOS436","Runway Change",1549641230000,"DEP"
"NOS436","Runway Entry Change",1549641230000,"DEP"
"EZY69BX","LDT Change",1549641237000,"ARR"
"DLH252","Runway Change",1549641290000,"ARR"
"DLH252","Gate Change",1549641290000,"ARR"
"DLH252","Runway Exit Change",1549641290000,"ARR"
"DLH252","LDT Change",1549641290000,"ARR"
"DLH252","LDT Change",1549641290000,"ARR"
"EZY69BX","LDT Change",1549641293000,"ARR"
"EZY152X","Startup Clearance",1549641298000,"DEP"
"EZY80XC","LDT Change",1549641302000,"ARR"
"EZY152X","Pushback Clearance",1549641306000,"DEP"
"THY4DX","LDT Change",1549641307000,"ARR"
"GWI3820","LDT Change",1549641323000,"ARR"
"EZY69BX","LDT Change",1549641331000,"ARR"
"EZY69BX","LDT Change",1549641333000,"ARR"
"GWI3820","LDT Change",1549641336000,"ARR"
"EZY80XC","Taxi Clearance",1549641340000,"ARR"
"THY4DX","LDT Change",1549641345000,"ARR"
"GWI3820","LDT Change",1549641376000,"ARR"
"GWI3820","LDT Change",1549641377000,"ARR"
"GWI3820","LDT Change",1549641378000,"ARR"
"GWI3820","LDT Change",1549641379000,"ARR"
"GWI3820","LDT Change",1549641381000,"ARR"
"GWI3820","LDT Change",1549641383000,"ARR"
"AEA406","Taxi Clearance",1549641383000,"DEP"
"GWI3820","LDT Change",1549641387000,"ARR"
"THY4DX","LDT Change",1549641399000,"ARR"
"EZY363E","Runway Entry Change",1549641401000,"DEP"
"GWI3820","LDT Change",1549641404000,"ARR"
"EZY53VK","LDT Change",1549641411000,"ARR"
"GWI3820","LDT Change",1549641421000,"ARR"
"EZY80XC","Taxi Clearance",1549641428000,"ARR"
"EZY80XC","Taxi Clearance",1549641435000,"ARR"
"EZY80XC","Taxi Clearance",1549641449000,"ARR"
"EZY84HN","LDT Change",1549641451000,"ARR"
"GWI3820","LDT Change",1549641462000,"ARR"
"EZY287C","Runway Change",1549641470000,"DEP"
"EZY287C","Runway Entry Change",1549641470000,"DEP"
"EZY363E","Landing Clearance",1549641475000,"DEP"
"EZY152X","Taxi Clearance",1549641484000,"DEP"
"EZY363E","Lineup Clearance",1549641487000,"DEP"
"EZY363E","Takeoff Clearance",1549641487000,"DEP"
"AEA406","Landing Clearance",1549641522000,"DEP"
"EZY294F","Runway Change",1549641530000,"ARR"
"EZY294F","Gate Change",1549641530000,"ARR"
"EZY294F","Runway Exit Change",1549641530000,"ARR"
"EZY294F","LDT Change",1549641530000,"ARR"
"EZY294F","LDT Change",1549641530000,"ARR"
"GWI3820","LDT Change",1549641570000,"ARR"
"EZY80XC","Taxi Clearance",1549641574000,"ARR"
"EZY80XC","Hold Clearance",1549641574000,"ARR"
"GWI3820","Landing Clearance",1549641585000,"ARR"
"FIN795T","Runway Change",1549641590000,"ARR"
"FIN795T","Gate Change",1549641590000,"ARR"
"FIN795T","Runway Exit Change",1549641590000,"ARR"
"FIN795T","LDT Change",1549641590000,"ARR"
"FIN795T","LDT Change",1549641590000,"ARR"
"TAR757","Runway Change",1549641590000,"DEP"
"ADH646","Runway Change",1549641590000,"DEP"
"ADH646","Runway Entry Change",1549641590000,"DEP"
"TAR757","Runway Entry Change",1549641590000,"DEP"
"EZY84HN","LDT Change",1549641599000,"ARR"
"THY4DX","LDT Change",1549641607000,"ARR"
"THY4DX","LDT Change",1549641609000,"ARR"
"EZY84HN","LDT Change",1549641621000,"ARR"
"DLH252","LDT Change",1549641621000,"ARR"
"EZY80XC","Taxi Clearance",1549641624000,"ARR"
"EZY80XC","Hold Clearance",1549641624000,"ARR"
"GWI3820","LDT Change",1549641626000,"ARR"
"EZY80XC","Taxi Clearance",1549641626000,"ARR"
"EZY84HN","LDT Change",1549641632000,"ARR"
"EZY80XC","Taxi Clearance",1549641633000,"ARR"
"EZY84HN","LDT Change",1549641650000,"ARR"
"EZY84HN","LDT Change",1549641651000,"ARR"
"EZY84HN","LDT Change",1549641652000,"ARR"
"EZY84HN","LDT Change",1549641653000,"ARR"
"EZY84HN","LDT Change",1549641654000,"ARR"
"EZY84HN","LDT Change",1549641655000,"ARR"
"EZY84HN","LDT Change",1549641656000,"ARR"
"GWI3820","LDT Change",1549641656000,"ARR"
"EZY80XC","Taxi Clearance",1549641657000,"ARR"
"EZY80XC","Taxi Clearance",1549641657000,"ARR"
"EZY84HN","LDT Change",1549641658000,"ARR"
"EZY80XC","Taxi Clearance",1549641663000,"ARR"
"EZY80XC","Taxi Clearance",1549641663000,"ARR"
"EZY80XC","Taxi Clearance",1549641664000,"ARR"
"EZY80XC","Taxi Clearance",1549641681000,"ARR"
"EZY152X","Runway Entry Change",1549641686000,"DEP"
"GWI3820","LDT Change",1549641737000,"ARR"
"EZY152X","Landing Clearance",1549641738000,"DEP"
"GWI3820","LDT Change",1549641745000,"ARR"
"AEA406","Lineup Clearance",1549641755000,"DEP"
"BAW13MX","LDT Change",1549641756000,"ARR"
"BAW13MX","LDT Change",1549641757000,"ARR"
"BAW13MX","LDT Change",1549641757000,"ARR"
"EZY54HY","Runway Change",1549641770000,"DEP"
"EZY54HY","Runway Entry Change",1549641770000,"DEP"
"EZY266Y","Runway Change",1549641770000,"ARR"
"EZY266Y","Gate Change",1549641770000,"ARR"
"EZY266Y","Runway Exit Change",1549641770000,"ARR"
"EZY266Y","LDT Change",1549641770000,"ARR"
"EZY266Y","LDT Change",1549641770000,"ARR"
"BAW13MX","Landing Clearance",1549641783000,"ARR"
"DLH252","LDT Change",1549641789000,"ARR"
"DLH252","LDT Change",1549641795000,"ARR"
"AEA406","Takeoff Clearance",1549641813000,"DEP"
"EZY22XF","Runway Change",1549641830000,"DEP"
"EZY22XF","Runway Entry Change",1549641830000,"DEP"
"GWI3820","Taxi Clearance",1549641837000,"ARR"
"EZY152X","Lineup Clearance",1549641841000,"DEP"
"EZY152X","Takeoff Clearance",1549641863000,"DEP"
"EZY69BX","Landing Clearance",1549641875000,"ARR"
"EZY69BX","LDT Change",1549641901000,"ARR"
"DLH252","LDT Change",1549641914000,"ARR"
"EZY84HN","LDT Change",1549641928000,"ARR"
