id,clearanceType,time,type
"EZY152X","Runway Change",1549641061000,"DEP"
"EZY363E","Runway Entry Change",1549641061000,"DEP"
"ADH124","Runway Change",1549641061000,"DEP"
"ADH138","Runway Entry Change",1549641061000,"DEP"
"AEA406","Runway Entry Change",1549641061000,"DEP"
"EZY363E","Runway Change",1549641061000,"DEP"
"NAPOLI","Runway Entry Change",1549641061000,"DEP"
"NAPOLI","Runway Change",1549641061000,"DEP"
"AEA406","Runway Change",1549641061000,"DEP"
"EZY152X","Runway Entry Change",1549641061000,"DEP"
"AUA516P","Runway Entry Change",1549641061000,"DEP"
"ADH124","Runway Entry Change",1549641061000,"DEP"
"NOS436","Runway Entry Change",1549641230000,"DEP"
"AUA516P","Runway Change",1549641061000,"DEP"
"NOS436","Runway Change",1549641230000,"DEP"
"ADH138","Runway Change",1549641061000,"DEP"
"EZY287C","Runway Change",1549641470000,"DEP"
"EZY287C","Runway Entry Change",1549641470000,"DEP"
"TAR757","Runway Change",1549641590000,"DEP"
"TAR757","Runway Entry Change",1549641590000,"DEP"
"ADH646","Runway Change",1549641590000,"DEP"
"ADH646","Runway Entry Change",1549641590000,"DEP"
