id,clearanceType,time,type
"NAPOLI","Runway Change",1549641061000,"DEP"
"NAPOLI","Runway Entry Change",1549641061000,"DEP"
"ADH124","Runway Change",1549641061000,"DEP"
"ADH124","Runway Entry Change",1549641061000,"DEP"
"AEA406","Runway Change",1549641061000,"DEP"
"AEA406","Runway Entry Change",1549641061000,"DEP"
"AUA516P","Runway Change",1549641061000,"DEP"
"AUA516P","Runway Entry Change",1549641061000,"DEP"
"EZY363E","Runway Change",1549641061000,"DEP"
"EZY363E","Runway Entry Change",1549641061000,"DEP"
"ADH138","Runway Change",1549641061000,"DEP"
"ADH138","Runway Entry Change",1549641061000,"DEP"
"EZY152X","Runway Change",1549641061000,"DEP"
"EZY152X","Runway Entry Change",1549641061000,"DEP"
"AEA406","Startup Clearance",1549641065000,"DEP"
"AUA516P","Startup Clearance",1549641065000,"DEP"
"EZY363E","Startup Clearance",1549641066000,"DEP"
"ADH138","Startup Clearance",1549641066000,"DEP"
"ADH138","Taxi Clearance",1549641071000,"DEP"
"EZY363E","Pushback Clearance",1549641071000,"DEP"
"AUA516P","Taxi Clearance",1549641071000,"DEP"
"AEA406","Pushback Clearance",1549641072000,"DEP"
"EZY363E","Taxi Clearance",1549641074000,"DEP"
"AEA406","Taxi Clearance",1549641074000,"DEP"
"EZY363E","Runway Entry Change",1549641090000,"DEP"
"AUA516P","Lineup Clearance",1549641094000,"DEP"
"AUA516P","Takeoff Clearance",1549641193000,"DEP"
"AUA516P","Takeoff Clearance",1549641205000,"DEP"
"NOS436","Runway Change",1549641230000,"DEP"
"NOS436","Runway Entry Change",1549641230000,"DEP"
"AUA516P","Takeoff Clearance",1549641246000,"DEP"
"AEA406","Runway Entry Change",1549641277000,"DEP"
"ADH138","Lineup Clearance",1549641317000,"DEP"
"AEA406","Lineup Clearance",1549641327000,"DEP"
"AEA406","Takeoff Clearance",1549641348000,"DEP"
"ADH138","Takeoff Clearance",1549641432000,"DEP"
"EZY287C","Runway Change",1549641470000,"DEP"
"EZY287C","Runway Entry Change",1549641470000,"DEP"
"EZY363E","Lineup Clearance",1549641473000,"DEP"
"EZY363E","Takeoff Clearance",1549641585000,"DEP"
"TAR757","Runway Change",1549641590000,"DEP"
"TAR757","Runway Entry Change",1549641590000,"DEP"
"ADH646","Runway Change",1549641590000,"DEP"
"ADH646","Runway Entry Change",1549641590000,"DEP"
