position,scenario,exercise,trafficType,objectId,timestamp,visible,authorized,moving,speed,status,phase,name,creator,heading,droneType,onlyRadar
{"lat":"45.63607504229338","lng":"8.705803291691279"},"LIMC","2022-06-15 11:00:48.227","drone","uNyOmn88PfbqGQsI4pk6",1549640701000,false,false,true,4,"ok","none","Drone_02"," - Flutter App",0,"1FP8D5Gx2nCkwsXKiTPb","true"
{"lat":"45.62485765414061","lng":"8.857344756318293"},"LIMC","2022-06-15 11:00:48.227","plane","GWI3820",1549640704000,true,true,false,174,"ok","AIRBORNE","GWI3820","eArts",164,"UNKNOW","false"
{"lat":"45.61565989328311","lng":"8.684293719255173"},"LIMC","2022-06-15 11:00:48.227","drone","MW574G4M9jFHjqojTt01",1549640701000,false,false,false,3,"ok","none","Drone_01"," - Flutter App",0,"AOe1Xx3NxyiGci0wcwNf","true"
{"lat":"45.625973455795105","lng":"8.719449853566177"},"LIMC","2022-06-15 11:00:48.227","plane","ADH138",1549640706000,true,true,false,0,"ok","STATIONARY","ADH138","eArts",79,"UNKNOW","false"
{"lat":"46.26943133467714","lng":"8.472741329386654"},"LIMC","2022-06-15 11:00:48.227","plane","EZY84HN",1549640704000,true,true,false,203,"ok","AIRBORNE","EZY84HN","eArts",175,"UNKNOW","false"
{"lat":"45.077348757860975","lng":"8.460100183432852"},"LIMC","2022-06-15 11:00:48.227","plane","EZY80XC",1549640704000,true,true,false,162,"ok","AIRBORNE","EZY80XC","eArts",43,"UNKNOW","false"
{"lat":"45.61565989328311","lng":"8.684293719255173"},"LIMC","2022-06-15 11:00:48.227","drone","MW574G4M9jFHjqojTt01",1549640706000,false,false,false,3,"ok","none","Drone_01"," - Flutter App",0,"AOe1Xx3NxyiGci0wcwNf","true"
{"lat":"44.93681585722379","lng":"8.15887293405981"},"LIMC","2022-06-15 11:00:48.227","plane","BAW13MX",1549640708000,true,true,false,182,"ok","AIRBORNE","BAW13MX","eArts",87,"UNKNOW","false"
{"lat":"45.625973455795105","lng":"8.719449853566177"},"LIMC","2022-06-15 11:00:48.227","plane","ADH138",1549640709000,true,true,false,0,"ok","STATIONARY","ADH138","eArts",79,"UNKNOW","false"
{"lat":"46.00652706807299","lng":"8.574942795412346"},"LIMC","2022-06-15 11:00:48.227","plane","EZY69BX",1549640709000,true,true,false,194,"ok","AIRBORNE","EZY69BX","eArts",152,"UNKNOW","false"
{"lat":"45.625973455795105","lng":"8.719449853566177"},"LIMC","2022-06-15 11:00:48.227","plane","ADH138",1549640710000,true,true,false,0,"ok","STATIONARY","ADH138","eArts",79,"UNKNOW","false"
{"lat":"45.088945712147165","lng":"8.475214754645297"},"LIMC","2022-06-15 11:00:48.227","plane","EZY80XC",1549640714000,true,true,false,160,"ok","AIRBORNE","EZY80XC","eArts",43,"UNKNOW","false"
{"lat":"45.621954133615844","lng":"8.71580164458004"},"LIMC","2022-06-15 11:00:48.227","plane","NAPOLI",1549640714000,true,true,false,0,"ok","STATIONARY","NAPOLI","eArts",529,"UNKNOW","false"
{"lat":"44.93741666569148","lng":"8.17492461875452"},"LIMC","2022-06-15 11:00:48.227","plane","BAW13MX",1549640715000,true,true,false,182,"ok","AIRBORNE","BAW13MX","eArts",87,"UNKNOW","false"
{"lat":"45.62043065925101","lng":"8.720971821513615"},"LIMC","2022-06-15 11:00:48.227","plane","AUA516P",1549640717000,true,true,false,0,"ok","STATIONARY","AUA516P","eArts",80,"UNKNOW","false"
{"lat":"45.625973455795105","lng":"8.719449853566177"},"LIMC","2022-06-15 11:00:48.227","plane","ADH138",1549640717000,true,true,false,0,"ok","STATIONARY","ADH138","eArts",79,"UNKNOW","false"
{"lat":"44.93758761350532","lng":"8.179503003834396"},"LIMC","2022-06-15 11:00:48.227","plane","BAW13MX",1549640717000,true,true,false,182,"ok","AIRBORNE","BAW13MX","eArts",87,"UNKNOW","false"
{"lat":"45.625973455795105","lng":"8.719449853566177"},"LIMC","2022-06-15 11:00:48.227","plane","ADH138",1549640718000,true,true,false,0,"ok","STATIONARY","ADH138","eArts",79,"UNKNOW","false"
{"lat":"45.625973455795105","lng":"8.719449853566177"},"LIMC","2022-06-15 11:00:48.227","plane","ADH138",1549640720000,true,true,false,0,"ok","STATIONARY","ADH138","eArts",79,"UNKNOW","false"
{"lat":"45.598196552641426","lng":"8.867946306428482"},"LIMC","2022-06-15 11:00:48.227","plane","GWI3820",1549640721000,true,true,false,170,"ok","AIRBORNE","GWI3820","eArts",164,"UNKNOW","false"
{"lat":"44.938014173131265","lng":"8.190949087105569"},"LIMC","2022-06-15 11:00:48.227","plane","BAW13MX",1549640722000,true,true,false,181,"ok","AIRBORNE","BAW13MX","eArts",87,"UNKNOW","false"
{"lat":"45.635806766663315","lng":"8.706976886088485"},"LIMC","2022-06-15 11:00:48.227","drone","uNyOmn88PfbqGQsI4pk6",1549640725000,true,false,true,4,"ok","none","Drone_02"," - Flutter App",108,"1FP8D5Gx2nCkwsXKiTPb","false"
{"lat":"45.979027937088084","lng":"8.596040728497945"},"LIMC","2022-06-15 11:00:48.227","plane","EZY69BX",1549640727000,true,true,false,192,"ok","AIRBORNE","EZY69BX","eArts",152,"UNKNOW","false"
{"lat":"45.625973455795105","lng":"8.719449853566177"},"LIMC","2022-06-15 11:00:48.227","plane","ADH138",1549640728000,true,true,false,0,"ok","STATIONARY","ADH138","eArts",79,"UNKNOW","false"
{"lat":"46.22252893045104","lng":"8.47945515656931"},"LIMC","2022-06-15 11:00:48.227","plane","EZY84HN",1549640729000,true,true,false,202,"ok","AIRBORNE","EZY84HN","eArts",175,"UNKNOW","false"
{"lat":"45.58360632520968","lng":"8.87374355040931"},"LIMC","2022-06-15 11:00:48.227","plane","GWI3820",1549640731000,true,true,false,168,"ok","AIRBORNE","GWI3820","eArts",164,"UNKNOW","false"
