id,clearanceType,time,type
"ADH138","Startup Clearance",1549641080100,"DEP"
"AEA406","Runway Entry Change",1549641062100,"DEP"
"NAPOLI","Runway Change",1549641061000,"DEP"
"AUA516P","Runway Change",1549641062100,"DEP"
"EZY363E","Runway Entry Change",1549641062100,"DEP"
"EZY152X","Runway Change",1549641062100,"DEP"
"ADH124","Runway Entry Change",1549641061000,"DEP"
"AUA516P","Runway Entry Change",1549641062100,"DEP"
"EZY363E","Startup Clearance",1549641079100,"DEP"
"NAPOLI","Runway Entry Change",1549641061000,"DEP"
"ADH124","Runway Change",1549641061000,"DEP"
"EZY152X","Runway Entry Change",1549641062100,"DEP"
"ADH138","Runway Entry Change",1549641062100,"DEP"
"AEA406","Startup Clearance",1549641079100,"DEP"
"AUA516P","Startup Clearance",1549641079100,"DEP"
"AEA406","Runway Change",1549641062100,"DEP"
"ADH138","Runway Change",1549641062100,"DEP"
"EZY363E","Runway Change",1549641062100,"DEP"
"AEA406","Pushback Clearance",1549641085100,"DEP"
"AUA516P","Taxi Clearance",1549641086100,"DEP"
"EZY363E","Pushback Clearance",1549641086100,"DEP"
"ADH138","Taxi Clearance",1549641087100,"DEP"
"EZY363E","Taxi Clearance",1549641088100,"DEP"
"AEA406","Taxi Clearance",1549641088100,"DEP"
"AUA516P","Lineup Clearance",1549641101100,"DEP"
"AUA516P","Takeoff Clearance",1549641102100,"DEP"
"NOS436","Runway Change",1549641230100,"DEP"
"NOS436","Runway Entry Change",1549641230100,"DEP"
"ADH138","Lineup Clearance",1549641272100,"DEP"
"ADH138","Takeoff Clearance",1549641356100,"DEP"
"EZY152X","Startup Clearance",1549641391100,"DEP"
"EZY152X","Pushback Clearance",1549641413100,"DEP"
"EZY152X","Taxi Clearance",1549641414100,"DEP"
"EZY363E","Taxi Clearance",1549641425100,"DEP"
"EZY152X","Taxi Clearance",1549641430100,"DEP"
"AEA406","Lineup Clearance",1549641435100,"DEP"
"EZY287C","Runway Change",1549641470100,"DEP"
"EZY287C","Runway Entry Change",1549641470100,"DEP"
"ADH124","Startup Clearance",1549641522100,"DEP"
"ADH124","Taxi Clearance",1549641527100,"DEP"
"AEA406","Takeoff Clearance",1549641556100,"DEP"
"TAR757","Runway Change",1549641590100,"DEP"
"TAR757","Runway Entry Change",1549641590100,"DEP"
"ADH646","Runway Change",1549641590100,"DEP"
"ADH646","Runway Entry Change",1549641590100,"DEP"
"EZY363E","Runway Change",1549641608100,"DEP"
"EZY363E","Runway Entry Change",1549641608100,"DEP"
"EZY363E","Taxi Clearance",1549641614100,"DEP"
"EZY152X","Runway Change",1549641620100,"DEP"
"EZY152X","Runway Entry Change",1549641620100,"DEP"
"EZY152X","Taxi Clearance",1549641636100,"DEP"
"NOS436","Startup Clearance",1549641642100,"DEP"
"EZY363E","Lineup Clearance",1549641720100,"DEP"
"EZY54HY","Runway Change",1549641770100,"DEP"
"EZY54HY","Runway Entry Change",1549641770100,"DEP"
"EZY363E","Takeoff Clearance",1549641776100,"DEP"
"NOS436","Taxi Clearance",1549641816100,"DEP"
"EZY22XF","Runway Change",1549641830100,"DEP"
"EZY22XF","Runway Entry Change",1549641830100,"DEP"
"ADH124","Lineup Clearance",1549641834100,"DEP"
"TAR757","Startup Clearance",1549641863100,"DEP"
"TAR757","Pushback Clearance",1549641870100,"DEP"
"TAR757","Taxi Clearance",1549641872100,"DEP"
"ADH124","Takeoff Clearance",1549641883100,"DEP"
"EZY22XF","Startup Clearance",1549641925100,"DEP"
"ADH646","Startup Clearance",1549641926100,"DEP"
"ADH646","Taxi Clearance",1549641931100,"DEP"
"EZY22XF","Pushback Clearance",1549641932100,"DEP"
"EZY22XF","Taxi Clearance",1549641933100,"DEP"
"EZY22XF","Runway Entry Change",1549641953100,"DEP"
"EZY152X","Lineup Clearance",1549641958100,"DEP"
"NOS436","Lineup Clearance",1549641960100,"DEP"
"EZY152X","Takeoff Clearance",1549641985100,"DEP"
"NOS436","Takeoff Clearance",1549642053100,"DEP"
"ADH646","Lineup Clearance",1549642058100,"DEP"
"WZZ2TY","Runway Change",1549642070100,"DEP"
"WZZ2TY","Runway Entry Change",1549642070100,"DEP"
"TAR757","Runway Entry Change",1549642094100,"DEP"
"ADH646","Takeoff Clearance",1549642121100,"DEP"
"EZY22XF","Lineup Clearance",1549642148100,"DEP"
"DLH1LC","Runway Change",1549642190100,"DEP"
"DLH1LC","Runway Entry Change",1549642190100,"DEP"
"TAR757","Lineup Clearance",1549642232100,"DEP"
"TAR757","Takeoff Clearance",1549642234100,"DEP"
"EZY22XF","Takeoff Clearance",1549642292100,"DEP"
