position,scenario,exercise,trafficType,objectId,timestamp,visible,authorized,moving,speed,status,phase,name,creator,heading,droneType,onlyRadar
{"lat":"45.624290289582305","lng":"8.692032804088754"},"LIMC","2022-05-27 12:28:49.0","drone","KQTHHEAa86aXONrs7aqP",1549641081100,false,false,false,3,"ok","none","Drone_01"," - Flutter App",0,"AOe1Xx3NxyiGci0wcwNf","false"
{"lat":"45.62460250393698","lng":"8.719825728416836"},"LIMC","2022-05-27 12:28:49.0","plane","ADH124",1549641081100,true,true,false,0,"ok","STATIONARY","ADH124","eArts",78,"UNKNOW","false"
{"lat":"45.64605738463119","lng":"8.725169731353391"},"LIMC","2022-05-27 12:28:49.0","plane","EZY363E",1549641081100,true,true,false,0,"ok","STATIONARY","EZY363E","eArts",79,"UNKNOW","false"
{"lat":"45.625973455795105","lng":"8.719449853566177"},"LIMC","2022-05-27 12:28:49.0","plane","ADH138",1549641081100,true,true,false,0,"ok","STATIONARY","ADH138","eArts",79,"UNKNOW","false"
{"lat":"45.62417644286196","lng":"8.717764525109455"},"LIMC","2022-05-27 12:28:49.0","plane","AEA406",1549641081100,true,true,false,0,"ok","STATIONARY","AEA406","eArts",144,"UNKNOW","false"
{"lat":"45.59830790293885","lng":"8.777173078386769"},"LIMC","2022-05-27 12:28:49.0","drone","tqVMVGoS33qVncYKiYCP",1549641081100,false,false,true,4,"ok","none","Drone_02"," - Flutter App",0,"qJfB2EiRwZzorBCifwNH","false"
{"lat":"45.62043065925101","lng":"8.720971821513615"},"LIMC","2022-05-27 12:28:49.0","plane","AUA516P",1549641081100,true,true,false,0,"ok","STATIONARY","AUA516P","eArts",80,"UNKNOW","false"
{"lat":"45.624290289582305","lng":"8.692032804088754"},"LIMC","2022-05-27 12:28:49.0","drone","KQTHHEAa86aXONrs7aqP",1549641082100,false,false,false,3,"ok","none","Drone_01"," - Flutter App",0,"AOe1Xx3NxyiGci0wcwNf","true"
{"lat":"45.64551675894887","lng":"8.724741292395818"},"LIMC","2022-05-27 12:28:49.0","plane","EZY152X",1549641081100,true,true,false,0,"ok","STATIONARY","EZY152X","eArts",169,"UNKNOW","false"
{"lat":"45.621954133615844","lng":"8.71580164458004"},"LIMC","2022-05-27 12:28:49.0","plane","NAPOLI",1549641081100,true,true,false,0,"ok","STATIONARY","NAPOLI","eArts",349,"UNKNOW","false"
{"lat":"45.621954133615844","lng":"8.71580164458004"},"LIMC","2022-05-27 12:28:49.0","plane","NAPOLI",1549641082100,true,true,false,0,"ok","STATIONARY","NAPOLI","eArts",349,"UNKNOW","false"
{"lat":"45.62460250393698","lng":"8.719825728416836"},"LIMC","2022-05-27 12:28:49.0","plane","ADH124",1549641082100,true,true,false,0,"ok","STATIONARY","ADH124","eArts",78,"UNKNOW","false"
{"lat":"45.64605738463119","lng":"8.725169731353391"},"LIMC","2022-05-27 12:28:49.0","plane","EZY363E",1549641082100,true,true,false,0,"ok","STATIONARY","EZY363E","eArts",79,"UNKNOW","false"
{"lat":"45.62043065925101","lng":"8.720971821513615"},"LIMC","2022-05-27 12:28:49.0","plane","AUA516P",1549641082100,true,true,false,0,"ok","STATIONARY","AUA516P","eArts",80,"UNKNOW","false"
{"lat":"45.625973455795105","lng":"8.719449853566177"},"LIMC","2022-05-27 12:28:49.0","plane","ADH138",1549641082100,true,true,false,0,"ok","STATIONARY","ADH138","eArts",79,"UNKNOW","false"
{"lat":"45.59832333338646","lng":"8.77712663387302"},"LIMC","2022-05-27 12:28:49.0","drone","tqVMVGoS33qVncYKiYCP",1549641082100,false,false,true,4,"ok","none","Drone_02"," - Flutter App",295,"qJfB2EiRwZzorBCifwNH","true"
{"lat":"45.64551675894887","lng":"8.724741292395818"},"LIMC","2022-05-27 12:28:49.0","plane","EZY152X",1549641082100,true,true,false,0,"ok","STATIONARY","EZY152X","eArts",169,"UNKNOW","false"
{"lat":"45.62417644286196","lng":"8.717764525109455"},"LIMC","2022-05-27 12:28:49.0","plane","AEA406",1549641082100,true,true,false,0,"ok","STATIONARY","AEA406","eArts",144,"UNKNOW","false"
{"lat":"45.624290289582305","lng":"8.692032804088754"},"LIMC","2022-05-27 12:28:49.0","drone","KQTHHEAa86aXONrs7aqP",1549641082100,false,false,false,3,"ok","none","Drone_01"," - Flutter App",0,"AOe1Xx3NxyiGci0wcwNf","true"
{"lat":"45.621954133615844","lng":"8.71580164458004"},"LIMC","2022-05-27 12:28:49.0","plane","NAPOLI",1549641082100,true,true,false,0,"ok","STATIONARY","NAPOLI","eArts",349,"UNKNOW","false"
{"lat":"45.62460250393698","lng":"8.719825728416836"},"LIMC","2022-05-27 12:28:49.0","plane","ADH124",1549641082100,true,true,false,0,"ok","STATIONARY","ADH124","eArts",78,"UNKNOW","false"
{"lat":"45.625973455795105","lng":"8.719449853566177"},"LIMC","2022-05-27 12:28:49.0","plane","ADH138",1549641082100,true,true,false,0,"ok","STATIONARY","ADH138","eArts",79,"UNKNOW","false"
{"lat":"45.64605738463119","lng":"8.725169731353391"},"LIMC","2022-05-27 12:28:49.0","plane","EZY363E",1549641082100,true,true,false,0,"ok","STATIONARY","EZY363E","eArts",79,"UNKNOW","false"
{"lat":"45.62417644286196","lng":"8.717764525109455"},"LIMC","2022-05-27 12:28:49.0","plane","AEA406",1549641082100,true,true,false,0,"ok","STATIONARY","AEA406","eArts",144,"UNKNOW","false"
{"lat":"45.62043065925101","lng":"8.720971821513615"},"LIMC","2022-05-27 12:28:49.0","plane","AUA516P",1549641082100,true,true,false,0,"ok","STATIONARY","AUA516P","eArts",80,"UNKNOW","false"
{"lat":"45.59832333338646","lng":"8.77712663387302"},"LIMC","2022-05-27 12:28:49.0","drone","tqVMVGoS33qVncYKiYCP",1549641082100,false,false,true,4,"ok","none","Drone_02"," - Flutter App",295,"qJfB2EiRwZzorBCifwNH","true"
{"lat":"45.64551675894887","lng":"8.724741292395818"},"LIMC","2022-05-27 12:28:49.0","plane","EZY152X",1549641082100,true,true,false,0,"ok","STATIONARY","EZY152X","eArts",169,"UNKNOW","false"
{"lat":"45.624290289582305","lng":"8.692032804088754"},"LIMC","2022-05-27 12:28:49.0","drone","KQTHHEAa86aXONrs7aqP",1549641083100,false,false,false,3,"ok","none","Drone_01"," - Flutter App",0,"AOe1Xx3NxyiGci0wcwNf","true"
{"lat":"45.62460250393698","lng":"8.719825728416836"},"LIMC","2022-05-27 12:28:49.0","plane","ADH124",1549641083100,true,true,false,0,"ok","STATIONARY","ADH124","eArts",78,"UNKNOW","false"
{"lat":"45.621954133615844","lng":"8.71580164458004"},"LIMC","2022-05-27 12:28:49.0","plane","NAPOLI",1549641083100,true,true,false,0,"ok","STATIONARY","NAPOLI","eArts",349,"UNKNOW","false"
{"lat":"45.625973455795105","lng":"8.719449853566177"},"LIMC","2022-05-27 12:28:49.0","plane","ADH138",1549641083100,true,true,false,0,"ok","STATIONARY","ADH138","eArts",79,"UNKNOW","false"
{"lat":"45.62417644286196","lng":"8.717764525109455"},"LIMC","2022-05-27 12:28:49.0","plane","AEA406",1549641083100,true,true,false,0,"ok","STATIONARY","AEA406","eArts",144,"UNKNOW","false"
{"lat":"45.64605738463119","lng":"8.725169731353391"},"LIMC","2022-05-27 12:28:49.0","plane","EZY363E",1549641083100,true,true,false,0,"ok","STATIONARY","EZY363E","eArts",79,"UNKNOW","false"
{"lat":"45.62043065925101","lng":"8.720971821513615"},"LIMC","2022-05-27 12:28:49.0","plane","AUA516P",1549641083100,true,true,false,0,"ok","STATIONARY","AUA516P","eArts",80,"UNKNOW","false"
