position,entityId,entityName,droneId,droneName,eventType,description,riskType,distance,timestamp,visible,onlyRadar
{"lat":"45.63384952676261","lng":"8.704560539132839"},"CRITICAL_ASSET_1652283081689","FINGER_1","KQTHHEAa86aXONrs7aqP","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",844.48,1549641584100,true,false
{"lat":"45.63382332463343","lng":"8.704642399643722"},"CRITICAL_ASSET_1652283081689","FINGER_1","KQTHHEAa86aXONrs7aqP","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",837.48,1549641585100,true,true
{"lat":"45.633796808471494","lng":"8.704724052367302"},"CRITICAL_ASSET_1652283081689","FINGER_1","KQTHHEAa86aXONrs7aqP","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",830.49,1549641586100,true,false
{"lat":"45.63369049912554","lng":"8.705050497314385"},"CRITICAL_ASSET_1652283081689","FINGER_1","KQTHHEAa86aXONrs7aqP","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",802.51,1549641590100,false,true
{"lat":"45.63366392178906","lng":"8.705132108551156"},"CRITICAL_ASSET_1652283081689","FINGER_1","KQTHHEAa86aXONrs7aqP","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",795.51,1549641591100,true,false
{"lat":"45.633557612443106","lng":"8.705458553498241"},"CRITICAL_ASSET_1652283081689","FINGER_1","KQTHHEAa86aXONrs7aqP","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",767.54,1549641595100,false,true
{"lat":"45.63350445777013","lng":"8.705621775971784"},"CRITICAL_ASSET_1652283081689","FINGER_1","KQTHHEAa86aXONrs7aqP","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",753.55,1549641597100,true,false
{"lat":"45.633477880433645","lng":"8.705703387208555"},"CRITICAL_ASSET_1652283081689","FINGER_1","KQTHHEAa86aXONrs7aqP","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",746.56,1549641598100,false,true
{"lat":"45.633451303097154","lng":"8.705784998445324"},"CRITICAL_ASSET_1652283081689","FINGER_1","KQTHHEAa86aXONrs7aqP","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",739.56,1549641599100,true,false
{"lat":"45.63339814842418","lng":"8.705948220918867"},"CRITICAL_ASSET_1652283081689","FINGER_1","KQTHHEAa86aXONrs7aqP","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",725.58,1549641601100,false,true
{"lat":"45.63337157108769","lng":"8.706029832155638"},"CRITICAL_ASSET_1652283081689","FINGER_1","KQTHHEAa86aXONrs7aqP","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",718.58,1549641602100,true,false
{"lat":"45.633238684405256","lng":"8.706437888339494"},"CRITICAL_ASSET_1652283081689","FINGER_1","KQTHHEAa86aXONrs7aqP","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",683.62,1549641607100,false,true
{"lat":"45.63318552973228","lng":"8.706601110813034"},"CRITICAL_ASSET_1652283104248","FINGER_2","KQTHHEAa86aXONrs7aqP","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",908.65,1549641609100,false,true
{"lat":"45.633158952395796","lng":"8.706682722049806"},"CRITICAL_ASSET_1652283081689","FINGER_1","KQTHHEAa86aXONrs7aqP","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",662.65,1549641610100,true,false
{"lat":"45.633158952395796","lng":"8.706682722049806"},"CRITICAL_ASSET_1652283104248","FINGER_2","KQTHHEAa86aXONrs7aqP","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",901.94,1549641610100,true,false
{"lat":"45.63307922038633","lng":"8.70692755576012"},"CRITICAL_ASSET_1652283081689","FINGER_1","KQTHHEAa86aXONrs7aqP","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",641.67,1549641613100,true,true
{"lat":"45.63307922038633","lng":"8.70692755576012"},"CRITICAL_ASSET_1652283104248","FINGER_2","KQTHHEAa86aXONrs7aqP","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",881.83,1549641613100,true,true
{"lat":"45.633052643049844","lng":"8.70700916699689"},"CRITICAL_ASSET_1652283081689","FINGER_1","KQTHHEAa86aXONrs7aqP","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",634.68,1549641614100,false,true
{"lat":"45.633052643049844","lng":"8.70700916699689"},"CRITICAL_ASSET_1652283104248","FINGER_2","KQTHHEAa86aXONrs7aqP","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",875.14,1549641614100,false,true
{"lat":"45.63302606571336","lng":"8.707090778233662"},"CRITICAL_ASSET_1652283081689","FINGER_1","KQTHHEAa86aXONrs7aqP","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",627.69,1549641615100,true,false
{"lat":"45.63302606571336","lng":"8.707090778233662"},"CRITICAL_ASSET_1652283104248","FINGER_2","KQTHHEAa86aXONrs7aqP","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",868.45,1549641615100,true,false
{"lat":"45.63299948837687","lng":"8.707172389470433"},"CRITICAL_ASSET_1652282978809","RWY_35_L","KQTHHEAa86aXONrs7aqP","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1378.36,1549641616100,true,false
{"lat":"45.63297291104038","lng":"8.707254000707202"},"CRITICAL_ASSET_1652282978809","RWY_35_L","KQTHHEAa86aXONrs7aqP","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1371.36,1549641617100,true,true
