position,entityId,entityName,droneId,droneName,eventType,description,riskType,distance,timestamp,visible,onlyRadar
{"lat":"45.640552989441524","lng":"8.705148208698558"},"CRITICAL_ASSET_1652282978809","RWY_35_L","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1983.11,1549641420000,false,true
{"lat":"45.64055754779736","lng":"8.705276674136305"},"CRITICAL_ASSET_1652283209960","DEP_35_L","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1510.76,1549641421000,false,true
{"lat":"45.64074899874246","lng":"8.710672222521648"},"CRITICAL_ASSET_1652282978809","RWY_35_L","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_CA","drone vs critical asset","ORANGE",1718.27,1549641463000,false,true
{"lat":"45.640780907233314","lng":"8.711571480585873"},"CRITICAL_ASSET_1652283209960","DEP_35_L","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_CA","drone vs critical asset","ORANGE",1324.14,1549641470000,false,true
{"lat":"45.64079002394498","lng":"8.711828411461365"},"CRITICAL_ASSET_1652283081689","FINGER_1","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1119.42,1549641472000,false,true
{"lat":"45.640922216264215","lng":"8.715553909156007"},"CRITICAL_ASSET_1652283046149","RWY_35_R","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1593.34,1549641501000,false,true
{"lat":"45.64095412475507","lng":"8.71645316722023"},"CRITICAL_ASSET_1652282978809","RWY_35_L","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_CA","drone vs critical asset","ORANGE",1524.03,1549641508000,true,true
{"lat":"45.64095412475507","lng":"8.71645316722023"},"CRITICAL_ASSET_1652283046149","RWY_35_R","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1537.33,1549641508000,true,true
{"lat":"45.64095412475507","lng":"8.71645316722023"},"CRITICAL_ASSET_1652283081689","FINGER_1","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1126.65,1549641508000,true,true
{"lat":"45.64095412475507","lng":"8.71645316722023"},"CRITICAL_ASSET_1652283209960","DEP_35_L","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_CA","drone vs critical asset","ORANGE",1293.69,1549641508000,true,true
{"lat":"45.6409586831109","lng":"8.716581632657977"},"EZY287C","EZY287C","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_PLANE","drone vs plane","YELLOW",696.39,1549641509000,false,true
{"lat":"45.6409586831109","lng":"8.716581632657977"},"CRITICAL_ASSET_1652282978809","RWY_35_L","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_CA","drone vs critical asset","ORANGE",1520.94,1549641509000,false,true
{"lat":"45.6409586831109","lng":"8.716581632657977"},"CRITICAL_ASSET_1652283046149","RWY_35_R","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1529.42,1549641509000,false,true
{"lat":"45.6409586831109","lng":"8.716581632657977"},"CRITICAL_ASSET_1652283081689","FINGER_1","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1128.49,1549641509000,false,true
{"lat":"45.6409586831109","lng":"8.716581632657977"},"CRITICAL_ASSET_1652283209960","DEP_35_L","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_CA","drone vs critical asset","ORANGE",1294.38,1549641509000,false,true
{"lat":"45.64097691653425","lng":"8.717095494408962"},"CRITICAL_ASSET_1652282978809","RWY_35_L","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_CA","drone vs critical asset","RED",1509.2,1549641513000,false,true
{"lat":"45.640986033245916","lng":"8.717352425284455"},"CRITICAL_ASSET_1652283081689","FINGER_1","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_OUT_CA","drone out of critical asset range","NONE",1141.32,1549641515000,false,true
{"lat":"45.640990591601756","lng":"8.717480890722202"},"EZY152X","EZY152X","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_PLANE","drone vs plane","YELLOW",689.81,1549641516000,false,true
{"lat":"45.64099970831342","lng":"8.717737821597694"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1645.3,1549641518000,false,true
{"lat":"45.64105896693929","lng":"8.719407872288395"},"EZY152X","EZY152X","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_PLANE","drone vs plane","YELLOW",509.35,1549641531000,true,true
{"lat":"45.64105896693929","lng":"8.719407872288395"},"EZY287C","EZY287C","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_PLANE","drone vs plane","YELLOW",583.22,1549641531000,true,true
{"lat":"45.64105896693929","lng":"8.719407872288395"},"CRITICAL_ASSET_1652282978809","RWY_35_L","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_CA","drone vs critical asset","RED",1468.74,1549641531000,true,true
{"lat":"45.64105896693929","lng":"8.719407872288395"},"CRITICAL_ASSET_1652283046149","RWY_35_R","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1362.44,1549641531000,true,true
{"lat":"45.64105896693929","lng":"8.719407872288395"},"CRITICAL_ASSET_1652283081689","FINGER_1","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_OUT_CA","drone out of critical asset range","NONE",1189.73,1549641531000,true,true
{"lat":"45.64105896693929","lng":"8.719407872288395"},"CRITICAL_ASSET_1652283209960","DEP_35_L","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_CA","drone vs critical asset","ORANGE",1328.78,1549641531000,true,true
{"lat":"45.64105896693929","lng":"8.719407872288395"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1610.24,1549641531000,true,true
{"lat":"45.641063525295124","lng":"8.719536337726142"},"EZY152X","EZY152X","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_PLANE","drone vs plane","YELLOW",501.61,1549641532000,false,true
{"lat":"45.641063525295124","lng":"8.719536337726142"},"EZY287C","EZY287C","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_PLANE","drone vs plane","YELLOW",579.53,1549641532000,false,true
{"lat":"45.641063525295124","lng":"8.719536337726142"},"CRITICAL_ASSET_1652282978809","RWY_35_L","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_CA","drone vs critical asset","RED",1467.11,1549641532000,false,true
{"lat":"45.641063525295124","lng":"8.719536337726142"},"CRITICAL_ASSET_1652283046149","RWY_35_R","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1355.21,1549641532000,false,true
{"lat":"45.641063525295124","lng":"8.719536337726142"},"CRITICAL_ASSET_1652283081689","FINGER_1","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_OUT_CA","drone out of critical asset range","NONE",1193.4,1549641532000,false,true
{"lat":"45.641063525295124","lng":"8.719536337726142"},"CRITICAL_ASSET_1652283209960","DEP_35_L","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_CA","drone vs critical asset","ORANGE",1331.18,1549641532000,false,true
{"lat":"45.641068083650964","lng":"8.719664803163887"},"CRITICAL_ASSET_1652282978809","RWY_35_L","yo60CCliPWDn8fvgYUZE","Drone_01","CA_DAMAGED","critical asset damaged","RED",1465.54,1549641533000,false,true
{"lat":"45.641063525295124","lng":"8.719536337726142"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1607.94,1549641532000,false,true
{"lat":"45.64111822556516","lng":"8.721077922979097"},"CRITICAL_ASSET_1652283046149","RWY_35_R","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_CA","drone vs critical asset","ORANGE",1271.37,1549641544000,false,true
{"lat":"45.641172925835185","lng":"8.722619508232052"},"EZY152X","EZY152X","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_PLANE","drone vs plane","YELLOW",351.93,1549641556000,true,true
{"lat":"45.641172925835185","lng":"8.722619508232052"},"EZY287C","EZY287C","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_PLANE","drone vs plane","YELLOW",541.36,1549641556000,true,true
{"lat":"45.641172925835185","lng":"8.722619508232052"},"CRITICAL_ASSET_1652283046149","RWY_35_R","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_CA","drone vs critical asset","ORANGE",1193.73,1549641556000,true,true
{"lat":"45.641172925835185","lng":"8.722619508232052"},"CRITICAL_ASSET_1652283081689","FINGER_1","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_OUT_CA","drone out of critical asset range","NONE",1301.65,1549641556000,true,true
{"lat":"45.641172925835185","lng":"8.722619508232052"},"CRITICAL_ASSET_1652283209960","DEP_35_L","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_CA","drone vs critical asset","ORANGE",1409.13,1549641556000,true,true
{"lat":"45.641172925835185","lng":"8.722619508232052"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1571.09,1549641556000,true,true
{"lat":"45.64117748419102","lng":"8.722747973669799"},"EZY152X","EZY152X","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_PLANE","drone vs plane","YELLOW",347.9,1549641557000,false,true
{"lat":"45.64117748419102","lng":"8.722747973669799"},"EZY287C","EZY287C","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_PLANE","drone vs plane","YELLOW",542.02,1549641557000,false,true
{"lat":"45.64117748419102","lng":"8.722747973669799"},"CRITICAL_ASSET_1652283046149","RWY_35_R","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_CA","drone vs critical asset","ORANGE",1187.58,1549641557000,false,true
{"lat":"45.64117748419102","lng":"8.722747973669799"},"CRITICAL_ASSET_1652283081689","FINGER_1","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_OUT_CA","drone out of critical asset range","NONE",1306.92,1549641557000,false,true
{"lat":"45.64117748419102","lng":"8.722747973669799"},"CRITICAL_ASSET_1652283209960","DEP_35_L","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_CA","drone vs critical asset","ORANGE",1413.17,1549641557000,false,true
{"lat":"45.64117748419102","lng":"8.722747973669799"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1570.33,1549641557000,false,true
{"lat":"45.641191159258526","lng":"8.723133369983037"},"EZY152X","EZY152X","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_PLANE","drone vs plane","YELLOW",337.28,1549641560000,true,true
{"lat":"45.641191159258526","lng":"8.723133369983037"},"EZY287C","EZY287C","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_PLANE","drone vs plane","YELLOW",545.1,1549641560000,true,true
{"lat":"45.641191159258526","lng":"8.723133369983037"},"CRITICAL_ASSET_1652283046149","RWY_35_R","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_CA","drone vs critical asset","ORANGE",1169.44,1549641560000,true,true
{"lat":"45.641191159258526","lng":"8.723133369983037"},"CRITICAL_ASSET_1652283081689","FINGER_1","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_OUT_CA","drone out of critical asset range","NONE",1323.06,1549641560000,true,true
{"lat":"45.641191159258526","lng":"8.723133369983037"},"CRITICAL_ASSET_1652283209960","DEP_35_L","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_CA","drone vs critical asset","ORANGE",1425.64,1549641560000,true,true
{"lat":"45.641191159258526","lng":"8.723133369983037"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1568.44,1549641560000,true,true
{"lat":"45.641195717614366","lng":"8.723261835420784"},"EZY152X","EZY152X","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_PLANE","drone vs plane","YELLOW",334.27,1549641561000,false,true
{"lat":"45.641195717614366","lng":"8.723261835420784"},"EZY287C","EZY287C","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_PLANE","drone vs plane","YELLOW",546.49,1549641561000,false,true
{"lat":"45.641195717614366","lng":"8.723261835420784"},"CRITICAL_ASSET_1652283046149","RWY_35_R","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_CA","drone vs critical asset","ORANGE",1163.51,1549641561000,false,true
{"lat":"45.641195717614366","lng":"8.723261835420784"},"CRITICAL_ASSET_1652283081689","FINGER_1","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_OUT_CA","drone out of critical asset range","NONE",1328.55,1549641561000,false,true
{"lat":"45.641195717614366","lng":"8.723261835420784"},"CRITICAL_ASSET_1652283209960","DEP_35_L","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_CA","drone vs critical asset","ORANGE",1429.91,1549641561000,false,true
{"lat":"45.641195717614366","lng":"8.723261835420784"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1567.94,1549641561000,false,true
{"lat":"45.64129600144275","lng":"8.726088075051202"},"CRITICAL_ASSET_1652283209960","DEP_35_L","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1537.4,1549641583000,false,true
{"lat":"45.64134614335694","lng":"8.727501194866411"},"CRITICAL_ASSET_1652283046149","RWY_35_R","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_VS_CA","drone vs critical asset","RED",1004.47,1549641594000,false,true
{"lat":"45.64136437678029","lng":"8.728015056617396"},"EZY287C","EZY287C","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_OUT_PLANE","drone out of plane range","NONE",703.82,1549641598000,false,true
{"lat":"45.641437310473655","lng":"8.730070503621336"},"CRITICAL_ASSET_1652283046149","RWY_35_R","yo60CCliPWDn8fvgYUZE","Drone_01","CA_DAMAGED","critical asset damaged","RED",951.84,1549641614000,false,true
{"lat":"45.64152391923454","lng":"8.732511346938516"},"EZY152X","EZY152X","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_OUT_PLANE","drone out of plane range","NONE",701.16,1549641633000,false,true
{"lat":"45.64152391923454","lng":"8.732511346938516"},"CRITICAL_ASSET_1652283209960","DEP_35_L","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_OUT_CA","drone out of critical asset range","NONE",1857,1549641633000,false,true
{"lat":"45.64173360360298","lng":"8.738420757074843"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","yo60CCliPWDn8fvgYUZE","Drone_01","DRONE_OUT_CA","drone out of critical asset range","NONE",1917.17,1549641679000,false,true
