id,clearanceType,time,type
"NAPOLI","Runway Change",1549641061000,"DEP"
"NAPOLI","Runway Entry Change",1549641061000,"DEP"
"ADH124","Runway Change",1549641061000,"DEP"
"ADH124","Runway Entry Change",1549641061000,"DEP"
"AEA406","Runway Change",1549641061000,"DEP"
"AEA406","Runway Entry Change",1549641061000,"DEP"
"AUA516P","Runway Change",1549641061000,"DEP"
"AUA516P","Runway Entry Change",1549641061000,"DEP"
"EZY363E","Runway Change",1549641061000,"DEP"
"EZY363E","Runway Entry Change",1549641061000,"DEP"
"ADH138","Runway Change",1549641061000,"DEP"
"ADH138","Runway Entry Change",1549641061000,"DEP"
"EZY152X","Runway Change",1549641061000,"DEP"
"EZY152X","Runway Entry Change",1549641061000,"DEP"
"AEA406","Startup Clearance",1549641070000,"DEP"
"AUA516P","Startup Clearance",1549641070000,"DEP"
"EZY363E","Startup Clearance",1549641070000,"DEP"
"ADH138","Startup Clearance",1549641070000,"DEP"
"AEA406","Pushback Clearance",1549641113000,"DEP"
"AUA516P","Taxi Clearance",1549641114000,"DEP"
"EZY363E","Pushback Clearance",1549641115000,"DEP"
"ADH138","Taxi Clearance",1549641116000,"DEP"
"EZY363E","Taxi Clearance",1549641117000,"DEP"
"AEA406","Taxi Clearance",1549641118000,"DEP"
"AUA516P","Lineup Clearance",1549641163000,"DEP"
"AUA516P","Takeoff Clearance",1549641166000,"DEP"
"NOS436","Runway Change",1549641230000,"DEP"
"NOS436","Runway Entry Change",1549641230000,"DEP"
"EZY152X","Startup Clearance",1549641257000,"DEP"
"ADH138","Lineup Clearance",1549641278000,"DEP"
"ADH138","Takeoff Clearance",1549641300000,"DEP"
"EZY363E","Runway Entry Change",1549641366000,"DEP"
"EZY152X","Pushback Clearance",1549641375000,"DEP"
"EZY152X","Taxi Clearance",1549641376000,"DEP"
"EZY287C","Runway Change",1549641470000,"DEP"
"EZY287C","Runway Entry Change",1549641470000,"DEP"
"EZY152X","Runway Entry Change",1549641520000,"DEP"
"TAR757","Runway Change",1549641590000,"DEP"
"TAR757","Runway Entry Change",1549641590000,"DEP"
"ADH646","Runway Change",1549641590000,"DEP"
"ADH646","Runway Entry Change",1549641590000,"DEP"
"ADH124","Startup Clearance",1549641595000,"DEP"
"NOS436","Startup Clearance",1549641625000,"DEP"
"AEA406","Lineup Clearance",1549641633000,"DEP"
"AEA406","Takeoff Clearance",1549641634000,"DEP"
"EZY363E","Lineup Clearance",1549641637000,"DEP"
"AEA406","Takeoff Clearance",1549641640000,"DEP"
