id,clearanceType,time,type
"NAPOLI","Runway Change",1549641061000,"DEP"
"NAPOLI","Runway Entry Change",1549641061000,"DEP"
"ADH124","Runway Change",1549641061000,"DEP"
"ADH124","Runway Entry Change",1549641061000,"DEP"
"AEA406","Runway Change",1549641061000,"DEP"
"AEA406","Runway Entry Change",1549641061000,"DEP"
"EZY152X","Runway Change",1549641061000,"DEP"
"EZY152X","Runway Entry Change",1549641061000,"DEP"
"AUA516P","Runway Change",1549641061000,"DEP"
"AUA516P","Runway Entry Change",1549641061000,"DEP"
"EZY363E","Runway Change",1549641061000,"DEP"
"EZY363E","Runway Entry Change",1549641061000,"DEP"
"ADH138","Runway Change",1549641061000,"DEP"
"ADH138","Runway Entry Change",1549641061000,"DEP"
"AEA406","Startup Clearance",1549641085000,"DEP"
"AUA516P","Startup Clearance",1549641085000,"DEP"
"EZY363E","Startup Clearance",1549641085000,"DEP"
"ADH138","Startup Clearance",1549641085000,"DEP"
"AEA406","Pushback Clearance",1549641090000,"DEP"
"AUA516P","Taxi Clearance",1549641092000,"DEP"
"EZY363E","Pushback Clearance",1549641092000,"DEP"
"ADH138","Taxi Clearance",1549641093000,"DEP"
"EZY363E","Taxi Clearance",1549641098000,"DEP"
"AEA406","Taxi Clearance",1549641143000,"DEP"
"NOS436","Runway Change",1549641230000,"DEP"
"NOS436","Runway Entry Change",1549641230000,"DEP"
"AUA516P","Lineup Clearance",1549641241000,"DEP"
"AUA516P","Takeoff Clearance",1549641242000,"DEP"
"EZY152X","Startup Clearance",1549641356000,"DEP"
"ADH138","Lineup Clearance",1549641361000,"DEP"
"ADH138","Takeoff Clearance",1549641363000,"DEP"
"EZY363E","Taxi Clearance",1549641416000,"DEP"
"EZY152X","Pushback Clearance",1549641430000,"DEP"
"EZY152X","Taxi Clearance",1549641431000,"DEP"
"EZY152X","Taxi Clearance",1549641445000,"DEP"
"AEA406","Lineup Clearance",1549641451000,"DEP"
"EZY287C","Runway Change",1549641470000,"DEP"
"EZY287C","Runway Entry Change",1549641470000,"DEP"
"ADH124","Startup Clearance",1549641570000,"DEP"
"ADH124","Taxi Clearance",1549641576000,"DEP"
"AEA406","Takeoff Clearance",1549641584000,"DEP"
"TAR757","Runway Change",1549641590000,"DEP"
"TAR757","Runway Entry Change",1549641590000,"DEP"
"ADH646","Runway Change",1549641590000,"DEP"
"ADH646","Runway Entry Change",1549641590000,"DEP"
"ADH124","Lineup Clearance",1549641678000,"DEP"
"NOS436","Startup Clearance",1549641704000,"DEP"
"NOS436","Taxi Clearance",1549641712000,"DEP"
"ADH124","Takeoff Clearance",1549641744000,"DEP"
"EZY54HY","Runway Change",1549641770000,"DEP"
"EZY54HY","Runway Entry Change",1549641770000,"DEP"
"EZY363E","Lineup Clearance",1549641782000,"DEP"
"EZY363E","Takeoff Clearance",1549641805000,"DEP"
"EZY22XF","Runway Change",1549641830000,"DEP"
"EZY22XF","Runway Entry Change",1549641830000,"DEP"
"NOS436","Lineup Clearance",1549641838000,"DEP"
"TAR757","Startup Clearance",1549641863000,"DEP"
"TAR757","Pushback Clearance",1549641870000,"DEP"
"TAR757","Taxi Clearance",1549641871000,"DEP"
"EZY22XF","Startup Clearance",1549641904000,"DEP"
"NOS436","Takeoff Clearance",1549641911000,"DEP"
"EZY152X","Runway Change",1549641942000,"DEP"
"EZY152X","Runway Entry Change",1549641942000,"DEP"
"EZY152X","Taxi Clearance",1549641945000,"DEP"
"ADH646","Startup Clearance",1549641955000,"DEP"
"EZY54HY","Startup Clearance",1549641956000,"DEP"
"EZY22XF","Pushback Clearance",1549641995000,"DEP"
"EZY54HY","Pushback Clearance",1549641996000,"DEP"
"EZY22XF","Taxi Clearance",1549641997000,"DEP"
"EZY54HY","Taxi Clearance",1549641998000,"DEP"
"EZY22XF","Runway Change",1549642007000,"DEP"
"EZY22XF","Runway Entry Change",1549642007000,"DEP"
"EZY54HY","Runway Entry Change",1549642012000,"DEP"
"EZY54HY","Runway Change",1549642012000,"DEP"
"EZY152X","Lineup Clearance",1549642037000,"DEP"
"EZY152X","Takeoff Clearance",1549642039000,"DEP"
"WZZ2TY","Runway Change",1549642070000,"DEP"
"WZZ2TY","Runway Entry Change",1549642070000,"DEP"
"EZY22XF","Runway Change",1549642089000,"DEP"
"EZY22XF","Runway Entry Change",1549642089000,"DEP"
"EZY22XF","Runway Entry Change",1549642096000,"DEP"
"TAR757","Runway Entry Change",1549642105000,"DEP"
"EZY54HY","Runway Change",1549642118000,"DEP"
"EZY54HY","Runway Entry Change",1549642118000,"DEP"
"EZY54HY","Runway Entry Change",1549642121000,"DEP"
"DLH1LC","Runway Change",1549642190000,"DEP"
"DLH1LC","Runway Entry Change",1549642190000,"DEP"
"TAR757","Lineup Clearance",1549642216000,"DEP"
"TAR757","Takeoff Clearance",1549642217000,"DEP"
"EZY54HY","Runway Entry Change",1549642264000,"DEP"
"EZY54HY","Taxi Clearance",1549642270000,"DEP"
"EZY22XF","Lineup Clearance",1549642349000,"DEP"
"EZY22XF","Takeoff Clearance",1549642351000,"DEP"
"EZY54HY","Runway Change",1549642394000,"DEP"
"EZY54HY","Runway Entry Change",1549642394000,"DEP"
"EZY54HY","Runway Change",1549642437000,"DEP"
"EZY54HY","Runway Entry Change",1549642437000,"DEP"
"EZY54HY","Runway Entry Change",1549642441000,"DEP"
"EZY54HY","Lineup Clearance",1549642447000,"DEP"
"EZY54HY","Taxi Clearance",1549642466000,"DEP"
"EZY54HY","Takeoff Clearance",1549642583000,"DEP"
"EZY963K","Runway Change",1549642730000,"DEP"
"EZY963K","Runway Entry Change",1549642730000,"DEP"
"SWR623J","Runway Change",1549642730000,"DEP"
"SWR623J","Runway Entry Change",1549642730000,"DEP"
