id,clearanceType,time,type
"NAPOLI","Runway Entry Change",1549641061000,"DEP"
"EZY152X","Runway Entry Change",1549641062000,"DEP"
"EZY363E","Runway Change",1549641061000,"DEP"
"EZY363E","Runway Entry Change",1549641061000,"DEP"
"ADH138","Runway Entry Change",1549641062000,"DEP"
"AEA406","Runway Entry Change",1549641061000,"DEP"
"AUA516P","Runway Change",1549641061000,"DEP"
"AUA516P","Startup Clearance",1549641110000,"DEP"
"AEA406","Pushback Clearance",1549641105000,"DEP"
"NAPOLI","Runway Change",1549641061000,"DEP"
"AEA406","Runway Change",1549641061000,"DEP"
"ADH124","Runway Change",1549641061000,"DEP"
"EZY152X","Runway Change",1549641062000,"DEP"
"EZY363E","Startup Clearance",1549641113000,"DEP"
"ADH124","Runway Entry Change",1549641061000,"DEP"
"AUA516P","Runway Entry Change",1549641061000,"DEP"
"AEA406","Startup Clearance",1549641095000,"DEP"
"ADH138","Runway Change",1549641062000,"DEP"
"EZY152X","Runway Entry Change",1549641062000,"DEP"
"NAPOLI","Runway Entry Change",1549641061000,"DEP"
"EZY363E","Runway Change",1549641061000,"DEP"
"EZY363E","Runway Entry Change",1549641061000,"DEP"
"AUA516P","Runway Change",1549641061000,"DEP"
"AEA406","Runway Entry Change",1549641061000,"DEP"
"EZY152X","Runway Change",1549641062000,"DEP"
"AEA406","Pushback Clearance",1549641105000,"DEP"
"ADH138","Runway Entry Change",1549641062000,"DEP"
"ADH124","Runway Change",1549641061000,"DEP"
"AEA406","Startup Clearance",1549641095000,"DEP"
"AUA516P","Runway Entry Change",1549641061000,"DEP"
"AUA516P","Startup Clearance",1549641110000,"DEP"
"ADH124","Runway Entry Change",1549641061000,"DEP"
"NAPOLI","Runway Change",1549641061000,"DEP"
"ADH138","Runway Change",1549641062000,"DEP"
"EZY363E","Startup Clearance",1549641113000,"DEP"
"AEA406","Runway Change",1549641061000,"DEP"
