id,clearanceType,time,type
"NAPOLI","Runway Change",1549641061000,"DEP"
"NAPOLI","Runway Entry Change",1549641061000,"DEP"
"ADH124","Runway Change",1549641061000,"DEP"
"ADH124","Runway Entry Change",1549641061000,"DEP"
"AEA406","Runway Change",1549641061000,"DEP"
"AEA406","Runway Entry Change",1549641061000,"DEP"
"AUA516P","Runway Change",1549641061000,"DEP"
"AUA516P","Runway Entry Change",1549641061000,"DEP"
"EZY363E","Runway Change",1549641061000,"DEP"
"EZY363E","Runway Entry Change",1549641061000,"DEP"
"ADH138","Runway Change",1549641061000,"DEP"
"ADH138","Runway Entry Change",1549641061000,"DEP"
"EZY152X","Runway Change",1549641061000,"DEP"
"EZY152X","Runway Entry Change",1549641061000,"DEP"
"AEA406","Startup Clearance",1549641093000,"DEP"
"AUA516P","Startup Clearance",1549641093000,"DEP"
"EZY363E","Startup Clearance",1549641093000,"DEP"
"ADH138","Startup Clearance",1549641093000,"DEP"
"ADH138","Taxi Clearance",1549641098000,"DEP"
"EZY363E","Pushback Clearance",1549641098000,"DEP"
"AUA516P","Taxi Clearance",1549641098000,"DEP"
"AEA406","Pushback Clearance",1549641099000,"DEP"
"EZY363E","Taxi Clearance",1549641100000,"DEP"
"AEA406","Taxi Clearance",1549641100000,"DEP"
"AUA516P","Lineup Clearance",1549641122000,"DEP"
"EZY363E","Runway Entry Change",1549641204000,"DEP"
"AUA516P","Takeoff Clearance",1549641215000,"DEP"
"NOS436","Runway Change",1549641230000,"DEP"
"NOS436","Runway Entry Change",1549641230000,"DEP"
"EZY152X","Startup Clearance",1549641243000,"DEP"
"EZY152X","Pushback Clearance",1549641250000,"DEP"
"EZY152X","Taxi Clearance",1549641251000,"DEP"
"EZY152X","Runway Entry Change",1549641262000,"DEP"
"ADH138","Lineup Clearance",1549641268000,"DEP"
"ADH138","Takeoff Clearance",1549641283000,"DEP"
"AEA406","Lineup Clearance",1549641410000,"DEP"
"EZY287C","Runway Change",1549641470000,"DEP"
"EZY287C","Runway Entry Change",1549641470000,"DEP"
