position,entityId,entityName,droneId,droneName,eventType,description,riskType,distance,timestamp,visible,onlyRadar
{"lat":"45.62526595426773","lng":"8.70511962317129"},"CRITICAL_ASSET_1652283104248","FINGER_2","EiX4p58CUjWEKqBekX4s","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",844.16,1549641254000,false,true
{"lat":"45.625296058347615","lng":"8.705658013173156"},"CRITICAL_ASSET_1652283081689","FINGER_1","EiX4p58CUjWEKqBekX4s","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",932.71,1549641261000,false,true
{"lat":"45.62530896009614","lng":"8.705888751745384"},"CRITICAL_ASSET_1652283134068","FINGER_3","EiX4p58CUjWEKqBekX4s","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",811.84,1549641264000,false,true
{"lat":"45.62544657874704","lng":"8.708349963182478"},"NAPOLI","NAPOLI","EiX4p58CUjWEKqBekX4s","Drone_02","DRONE_VS_PLANE","drone vs plane","YELLOW",697.58,1549641296000,false,true
{"lat":"45.625480983409766","lng":"8.708965266041751"},"CRITICAL_ASSET_1652340976057","FIRE_STATION","EiX4p58CUjWEKqBekX4s","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",921.24,1549641304000,false,true
{"lat":"45.625493885158285","lng":"8.709196004613979"},"CRITICAL_ASSET_1652282978809","RWY_35_L","EiX4p58CUjWEKqBekX4s","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",1150.76,1549641307000,false,true
{"lat":"45.62549818574112","lng":"8.709272917471388"},"CRITICAL_ASSET_1652282809098","TOWER","EiX4p58CUjWEKqBekX4s","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",728.4,1549641308000,false,true
{"lat":"45.625571295649415","lng":"8.710580436047344"},"NOS436","NOS436","EiX4p58CUjWEKqBekX4s","Drone_02","DRONE_VS_PLANE","drone vs plane","YELLOW",695.18,1549641325000,false,true
{"lat":"45.6255798968151","lng":"8.710734261762163"},"CRITICAL_ASSET_1652283104248","FINGER_2","EiX4p58CUjWEKqBekX4s","Drone_02","DRONE_VS_CA","drone vs critical asset","ORANGE",435.16,1549641327000,false,true
{"lat":"45.625592798563616","lng":"8.71096500033439"},"ADH124","ADH124","EiX4p58CUjWEKqBekX4s","Drone_02","DRONE_VS_PLANE","drone vs plane","YELLOW",697.79,1549641330000,false,true
{"lat":"45.62561430147782","lng":"8.711349564621436"},"CRITICAL_ASSET_1652283134068","FINGER_3","EiX4p58CUjWEKqBekX4s","Drone_02","DRONE_VS_CA","drone vs critical asset","ORANGE",399.87,1549641335000,false,true
{"lat":"45.625803527122805","lng":"8.71473373034744"},"CRITICAL_ASSET_1652282978809","RWY_35_L","EiX4p58CUjWEKqBekX4s","Drone_02","DRONE_VS_CA","drone vs critical asset","ORANGE",729.98,1549641379000,false,true
{"lat":"45.62580782770565","lng":"8.71481064320485"},"CRITICAL_ASSET_1652283134068","FINGER_3","EiX4p58CUjWEKqBekX4s","Drone_02","DRONE_VS_CA","drone vs critical asset","RED",177.31,1549641380000,false,true
{"lat":"45.62597985101927","lng":"8.717887157501218"},"CRITICAL_ASSET_1652283134068","FINGER_3","EiX4p58CUjWEKqBekX4s","Drone_02","DRONE_VS_CA","drone vs critical asset","ORANGE",199.16,1549641420000,false,true
{"lat":"45.62607446384176","lng":"8.71957924036422"},"CRITICAL_ASSET_1652283046149","RWY_35_R","EiX4p58CUjWEKqBekX4s","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",1283.7,1549641442000,false,true
{"lat":"45.626104567921644","lng":"8.720117630366085"},"CRITICAL_ASSET_1652282809098","TOWER","EiX4p58CUjWEKqBekX4s","Drone_02","DRONE_OUT_CA","drone out of critical asset range","NONE",754.62,1549641449000,false,true
{"lat":"45.62611746967017","lng":"8.720348368938312"},"CRITICAL_ASSET_1652283104248","FINGER_2","EiX4p58CUjWEKqBekX4s","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",429.41,1549641452000,false,true
{"lat":"45.62616477608142","lng":"8.721194410369813"},"CRITICAL_ASSET_1652282978809","RWY_35_L","EiX4p58CUjWEKqBekX4s","Drone_02","DRONE_VS_CA","drone vs critical asset","RED",285.21,1549641463000,false,true
