id,clearanceType,time,type
"EZY152X","Runway Entry Change",1549641061000,"DEP"
"NAPOLI","Runway Entry Change",1549641061000,"DEP"
"AUA516P","Runway Change",1549641061000,"DEP"
"ADH124","Runway Entry Change",1549641061000,"DEP"
"NAPOLI","Runway Change",1549641061000,"DEP"
"EZY152X","Runway Change",1549641061000,"DEP"
"AEA406","Runway Change",1549641061000,"DEP"
"ADH138","Runway Change",1549641061000,"DEP"
"AEA406","Runway Entry Change",1549641061000,"DEP"
"ADH138","Runway Entry Change",1549641061000,"DEP"
"EZY363E","Runway Change",1549641061000,"DEP"
"EZY363E","Runway Entry Change",1549641061000,"DEP"
"ADH124","Runway Change",1549641061000,"DEP"
"AUA516P","Runway Entry Change",1549641061000,"DEP"
"ADH138","Startup Clearance",1549641073000,"DEP"
"AUA516P","Startup Clearance",1549641073000,"DEP"
"AUA516P","Taxi Clearance",1549641080000,"DEP"
"ADH138","Taxi Clearance",1549641092000,"DEP"
"EZY363E","Startup Clearance",1549641109000,"DEP"
"EZY363E","Pushback Clearance",1549641148000,"DEP"
"AEA406","Startup Clearance",1549641152000,"DEP"
"AEA406","Pushback Clearance",1549641157000,"DEP"
"AUA516P","Landing Clearance",1549641191300,"DEP"
"AUA516P","Lineup Clearance",1549641199300,"DEP"
"AUA516P","Takeoff Clearance",1549641202300,"DEP"
"AEA406","Taxi Clearance",1549641211300,"DEP"
"EZY363E","Taxi Clearance",1549641214300,"DEP"
"NOS436","Runway Change",1549641230300,"DEP"
"NOS436","Runway Entry Change",1549641230300,"DEP"
"ADH138","Landing Clearance",1549641231300,"DEP"
"ADH138","Lineup Clearance",1549641247300,"DEP"
"AEA406","Taxi Clearance",1549641249300,"DEP"
"EZY152X","Startup Clearance",1549641251300,"DEP"
"AEA406","Taxi Clearance",1549641255300,"DEP"
"AEA406","Taxi Clearance",1549641257300,"DEP"
"EZY363E","Taxi Clearance",1549641261300,"DEP"
"EZY152X","Pushback Clearance",1549641274300,"DEP"
"AEA406","Taxi Clearance",1549641280300,"DEP"
"ADH138","Takeoff Clearance",1549641289300,"DEP"
"EZY363E","Taxi Clearance",1549641291300,"DEP"
"AEA406","Taxi Clearance",1549641323300,"DEP"
"EZY152X","Taxi Clearance",1549641457300,"DEP"
"EZY287C","Runway Change",1549641470300,"DEP"
"EZY287C","Runway Entry Change",1549641470300,"DEP"
"ADH124","Startup Clearance",1549641485300,"DEP"
"TAR757","Runway Change",1549641590300,"DEP"
"ADH646","Runway Change",1549641590300,"DEP"
"TAR757","Runway Entry Change",1549641590300,"DEP"
"ADH646","Runway Entry Change",1549641590300,"DEP"
"AEA406","Landing Clearance",1549641613300,"DEP"
"NOS436","Startup Clearance",1549641643300,"DEP"
"AEA406","Lineup Clearance",1549641647300,"DEP"
"AEA406","Takeoff Clearance",1549641688300,"DEP"
"EZY363E","Landing Clearance",1549641728300,"DEP"
"NOS436","Taxi Clearance",1549641733300,"DEP"
"EZY363E","Lineup Clearance",1549641733300,"DEP"
"ADH124","Taxi Clearance",1549641737300,"DEP"
"EZY54HY","Runway Change",1549641770300,"DEP"
"EZY54HY","Runway Entry Change",1549641770300,"DEP"
"EZY22XF","Runway Change",1549641830300,"DEP"
"EZY22XF","Runway Entry Change",1549641830300,"DEP"
"TAR757","Startup Clearance",1549641863600,"DEP"
"EZY152X","Runway Change",1549641879600,"DEP"
"EZY152X","Runway Entry Change",1549641879600,"DEP"
"EZY152X","Taxi Clearance",1549641883600,"DEP"
"ADH646","Startup Clearance",1549641960600,"DEP"
"EZY54HY","Startup Clearance",1549641960600,"DEP"
