id,clearanceType,time,type
"ADH138","Runway Change",1549641071100,"DEP"
"ADH138","Runway Entry Change",1549641071100,"DEP"
"AUA516P","Runway Change",1549641075100,"DEP"
"AUA516P","Runway Entry Change",1549641075100,"DEP"
"EZY363E","Runway Change",1549641077100,"DEP"
"EZY363E","Runway Entry Change",1549641077100,"DEP"
"EZY152X","Runway Change",1549641078100,"DEP"
"EZY152X","Runway Entry Change",1549641078100,"DEP"
"AEA406","Runway Change",1549641078100,"DEP"
"AEA406","Runway Entry Change",1549641078100,"DEP"
"EZY53VK","Runway Change",1549641078100,"ARR"
"EZY53VK","Gate Change",1549641078100,"ARR"
"EZY53VK","Runway Exit Change",1549641078100,"ARR"
"EZY53VK","LDT Change",1549641078100,"ARR"
"ADH124","Runway Change",1549641078100,"DEP"
"ADH124","Runway Entry Change",1549641078100,"DEP"
"GWI3820","Runway Change",1549641078100,"ARR"
"GWI3820","Gate Change",1549641078100,"ARR"
"GWI3820","Runway Exit Change",1549641078100,"ARR"
"GWI3820","LDT Change",1549641078100,"ARR"
"THY4DX","Runway Change",1549641078100,"ARR"
"THY4DX","Gate Change",1549641078100,"ARR"
"THY4DX","Runway Exit Change",1549641078100,"ARR"
"THY4DX","LDT Change",1549641078100,"ARR"
"NAPOLI","Runway Change",1549641078100,"DEP"
"NAPOLI","Runway Entry Change",1549641078100,"DEP"
"EZY80XC","Runway Change",1549641078100,"ARR"
"EZY80XC","Gate Change",1549641078100,"ARR"
"EZY80XC","Runway Exit Change",1549641078100,"ARR"
"EZY80XC","LDT Change",1549641078100,"ARR"
"EZY84HN","Runway Change",1549641078100,"ARR"
"EZY84HN","Gate Change",1549641078100,"ARR"
"EZY84HN","Runway Exit Change",1549641078100,"ARR"
"EZY84HN","LDT Change",1549641078100,"ARR"
"EZY69BX","Runway Change",1549641078100,"ARR"
"EZY69BX","Gate Change",1549641078100,"ARR"
"EZY69BX","Runway Exit Change",1549641078100,"ARR"
"EZY69BX","LDT Change",1549641078100,"ARR"
"BAW13MX","Runway Change",1549641078100,"ARR"
"BAW13MX","Gate Change",1549641078100,"ARR"
"BAW13MX","Runway Exit Change",1549641078100,"ARR"
"BAW13MX","LDT Change",1549641078100,"ARR"
"AEA406","Startup Clearance",1549641087100,"DEP"
"EZY363E","Startup Clearance",1549641087100,"DEP"
"AUA516P","Startup Clearance",1549641087100,"DEP"
"ADH138","Startup Clearance",1549641088100,"DEP"
"AUA516P","Taxi Clearance",1549641108100,"DEP"
"ADH138","Taxi Clearance",1549641111100,"DEP"
"EZY363E","Pushback Clearance",1549641116100,"DEP"
"EZY80XC","LDT Change",1549641131100,"ARR"
"BEL6DR","Runway Change",1549641170100,"ARR"
"BEL6DR","Gate Change",1549641170100,"ARR"
"BEL6DR","Runway Exit Change",1549641170100,"ARR"
"BEL6DR","LDT Change",1549641170100,"ARR"
"BEL6DR","LDT Change",1549641170100,"ARR"
"EZY53VK","LDT Change",1549641188100,"ARR"
"EZY80XC","LDT Change",1549641204100,"ARR"
"GWI3820","LDT Change",1549641205100,"ARR"
"BAW13MX","LDT Change",1549641206100,"ARR"
"THY4DX","LDT Change",1549641223100,"ARR"
"NOS436","Runway Change",1549641230100,"DEP"
"NOS436","Runway Entry Change",1549641230100,"DEP"
"AUA516P","Landing Clearance",1549641257100,"DEP"
"ADH138","Landing Clearance",1549641259100,"DEP"
"AEA406","Pushback Clearance",1549641262100,"DEP"
"DLH252","Runway Change",1549641290100,"ARR"
"DLH252","Gate Change",1549641290100,"ARR"
"DLH252","Runway Exit Change",1549641290100,"ARR"
"DLH252","LDT Change",1549641290100,"ARR"
"DLH252","LDT Change",1549641290100,"ARR"
"EZY80XC","Landing Clearance",1549641309100,"ARR"
"EZY152X","Startup Clearance",1549641316100,"DEP"
"AUA516P","Lineup Clearance",1549641319100,"DEP"
"AUA516P","Takeoff Clearance",1549641321100,"DEP"
"EZY69BX","LDT Change",1549641322100,"ARR"
"BAW13MX","LDT Change",1549641358100,"ARR"
"EZY69BX","LDT Change",1549641364100,"ARR"
"GWI3820","LDT Change",1549641367100,"ARR"
"EZY84HN","LDT Change",1549641395100,"ARR"
"BAW13MX","LDT Change",1549641396100,"ARR"
"EZY287C","Runway Change",1549641470100,"DEP"
"EZY287C","Runway Entry Change",1549641470100,"DEP"
"EZY84HN","LDT Change",1549641480100,"ARR"
"EZY69BX","LDT Change",1549641488100,"ARR"
"EZY294F","Runway Change",1549641537600,"ARR"
"EZY294F","Gate Change",1549641537600,"ARR"
"EZY294F","Runway Exit Change",1549641537600,"ARR"
"EZY294F","LDT Change",1549641537600,"ARR"
"EZY294F","LDT Change",1549641537600,"ARR"
"EZY69BX","LDT Change",1549641548600,"ARR"
