id,clearanceType,time,type
"NAPOLI","Runway Change",1549641061000,"DEP"
"NAPOLI","Runway Entry Change",1549641061000,"DEP"
"ADH124","Runway Change",1549641061000,"DEP"
"ADH124","Runway Entry Change",1549641061000,"DEP"
"AEA406","Runway Change",1549641061000,"DEP"
"AEA406","Runway Entry Change",1549641061000,"DEP"
"AUA516P","Runway Change",1549641061000,"DEP"
"AUA516P","Runway Entry Change",1549641061000,"DEP"
"EZY363E","Runway Change",1549641061000,"DEP"
"EZY363E","Runway Entry Change",1549641061000,"DEP"
"ADH138","Runway Change",1549641061000,"DEP"
"ADH138","Runway Entry Change",1549641061000,"DEP"
"EZY152X","Runway Change",1549641061000,"DEP"
"EZY152X","Runway Entry Change",1549641061000,"DEP"
"AEA406","Startup Clearance",1549641075000,"DEP"
"AUA516P","Startup Clearance",1549641075000,"DEP"
"EZY363E","Startup Clearance",1549641076000,"DEP"
"ADH138","Startup Clearance",1549641076000,"DEP"
"ADH138","Taxi Clearance",1549641083000,"DEP"
"EZY363E","Pushback Clearance",1549641083000,"DEP"
"AUA516P","Taxi Clearance",1549641083000,"DEP"
"AEA406","Pushback Clearance",1549641084000,"DEP"
"EZY363E","Taxi Clearance",1549641085000,"DEP"
"AEA406","Taxi Clearance",1549641085000,"DEP"
"AUA516P","Lineup Clearance",1549641115000,"DEP"
"AUA516P","Takeoff Clearance",1549641220000,"DEP"
"EZY363E","Runway Entry Change",1549641228000,"DEP"
"NOS436","Runway Change",1549641230000,"DEP"
"NOS436","Runway Entry Change",1549641230000,"DEP"
"EZY152X","Startup Clearance",1549641245000,"DEP"
"EZY152X","Pushback Clearance",1549641284000,"DEP"
"EZY152X","Taxi Clearance",1549641285000,"DEP"
"EZY152X","Runway Entry Change",1549641337000,"DEP"
"EZY287C","Runway Change",1549641470000,"DEP"
"EZY287C","Runway Entry Change",1549641470000,"DEP"
"ADH646","Runway Change",1549641590000,"DEP"
"ADH646","Runway Entry Change",1549641590000,"DEP"
"TAR757","Runway Change",1549641590000,"DEP"
"TAR757","Runway Entry Change",1549641590000,"DEP"
"ADH124","Startup Clearance",1549641594000,"DEP"
"ADH124","Taxi Clearance",1549641599000,"DEP"
"EZY363E","Lineup Clearance",1549641699200,"DEP"
"EZY54HY","Runway Change",1549641770200,"DEP"
"EZY54HY","Runway Entry Change",1549641770200,"DEP"
"EZY363E","Takeoff Clearance",1549641789200,"DEP"
"ADH138","Lineup Clearance",1549641792200,"DEP"
"EZY22XF","Runway Change",1549641830200,"DEP"
"EZY22XF","Runway Entry Change",1549641830200,"DEP"
"ADH138","Takeoff Clearance",1549641834200,"DEP"
"EZY152X","Lineup Clearance",1549641867200,"DEP"
"EZY152X","Takeoff Clearance",1549641954700,"DEP"
"AEA406","Lineup Clearance",1549641958700,"DEP"
"AEA406","Takeoff Clearance",1549642006700,"DEP"
"ADH124","Lineup Clearance",1549642014700,"DEP"
"ADH124","Takeoff Clearance",1549642054700,"DEP"
"WZZ2TY","Runway Change",1549642070700,"DEP"
"WZZ2TY","Runway Entry Change",1549642070700,"DEP"
