id,clearanceType,time,type
"NAPOLI","Runway Change",1549641061000,"DEP"
"NAPOLI","Runway Entry Change",1549641061000,"DEP"
"ADH124","Runway Change",1549641061000,"DEP"
"ADH124","Runway Entry Change",1549641061000,"DEP"
"AEA406","Runway Change",1549641061000,"DEP"
"AEA406","Runway Entry Change",1549641061000,"DEP"
"AUA516P","Runway Change",1549641061000,"DEP"
"AUA516P","Runway Entry Change",1549641061000,"DEP"
"EZY363E","Runway Change",1549641061000,"DEP"
"EZY363E","Runway Entry Change",1549641061000,"DEP"
"ADH138","Runway Change",1549641061000,"DEP"
"ADH138","Runway Entry Change",1549641061000,"DEP"
"EZY152X","Runway Change",1549641061000,"DEP"
"EZY152X","Runway Entry Change",1549641061000,"DEP"
"AEA406","Startup Clearance",1549641066100,"DEP"
"EZY363E","Startup Clearance",1549641066100,"DEP"
"AUA516P","Startup Clearance",1549641066100,"DEP"
"ADH138","Startup Clearance",1549641066100,"DEP"
"EZY363E","Pushback Clearance",1549641066100,"DEP"
"AEA406","Pushback Clearance",1549641066100,"DEP"
"ADH138","Taxi Clearance",1549641066100,"DEP"
"AUA516P","Taxi Clearance",1549641066100,"DEP"
"NOS436","Runway Change",1549641230100,"DEP"
"NOS436","Runway Entry Change",1549641230100,"DEP"
"AEA406","Taxi Clearance",1549641282100,"DEP"
"EZY363E","Taxi Clearance",1549641282100,"DEP"
"AUA516P","Lineup Clearance",1549641308100,"DEP"
"AUA516P","Takeoff Clearance",1549641321100,"DEP"
"ADH138","Lineup Clearance",1549641367100,"DEP"
"EZY363E","Taxi Clearance",1549641377100,"DEP"
"ADH138","Takeoff Clearance",1549641391100,"DEP"
"EZY152X","Startup Clearance",1549641395100,"DEP"
"EZY287C","Runway Change",1549641470100,"DEP"
"EZY287C","Runway Entry Change",1549641470100,"DEP"
"ADH124","Startup Clearance",1549641523100,"DEP"
"ADH124","Taxi Clearance",1549641540100,"DEP"
"EZY152X","Pushback Clearance",1549641544100,"DEP"
"AEA406","Lineup Clearance",1549641574100,"DEP"
"AEA406","Takeoff Clearance",1549641577100,"DEP"
"TAR757","Runway Change",1549641590100,"DEP"
"TAR757","Runway Entry Change",1549641590100,"DEP"
"ADH646","Runway Change",1549641590100,"DEP"
"ADH646","Runway Entry Change",1549641590100,"DEP"
"NOS436","Startup Clearance",1549641635100,"DEP"
"NOS436","Taxi Clearance",1549641661100,"DEP"
"ADH124","Lineup Clearance",1549641685100,"DEP"
"ADH124","Takeoff Clearance",1549641739100,"DEP"
"EZY54HY","Runway Change",1549641770100,"DEP"
"EZY54HY","Runway Entry Change",1549641770100,"DEP"
"EZY152X","Taxi Clearance",1549641814100,"DEP"
"EZY22XF","Runway Change",1549641830100,"DEP"
"EZY22XF","Runway Entry Change",1549641830100,"DEP"
"EZY363E","Lineup Clearance",1549641834100,"DEP"
"EZY363E","Takeoff Clearance",1549641881100,"DEP"
"EZY22XF","Startup Clearance",1549641915100,"DEP"
"TAR757","Startup Clearance",1549641916100,"DEP"
"EZY54HY","Startup Clearance",1549641991100,"DEP"
"ADH646","Startup Clearance",1549641992100,"DEP"
"EZY152X","Taxi Clearance",1549642024100,"DEP"
"NOS436","Lineup Clearance",1549642026100,"DEP"
"WZZ2TY","Runway Change",1549642070100,"DEP"
"WZZ2TY","Runway Entry Change",1549642070100,"DEP"
"EZY152X","Runway Change",1549642091100,"DEP"
"EZY152X","Runway Entry Change",1549642091100,"DEP"
"EZY152X","Taxi Clearance",1549642095100,"DEP"
"EZY287C","Startup Clearance",1549642106100,"DEP"
"DLH1LC","Runway Change",1549642190100,"DEP"
"DLH1LC","Runway Entry Change",1549642190100,"DEP"
"EZY152X","Lineup Clearance",1549642203100,"DEP"
"EZY152X","Takeoff Clearance",1549642211100,"DEP"
"NOS436","Takeoff Clearance",1549642213100,"DEP"
